30	५	QC	<fs af='५,num,any,any,,any,0_तक,' drel='k1s:रही' posn='300' vpos='2' name='५2' chunkId='NP11' chunkType='head:NP11'>
31	तक	PSP	<fs af='तक,psp,,,,,,' posn='310' drel='lwg__psp:५2' chunkType='child:NP11' name='तक2'>
32	रही	VM	<fs af='रह,v,f,sg,3,,या_है,yA' drel='nmod__relc:भूकंप' stype='declarative' posn='320' voicetype='active' vpos='tam_2' name='रही' chunkId='VGF3' chunkType='head:VGF3'>
33	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='330' drel='lwg__vaux:रही' chunkType='child:VGF3' name='है'>
34	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:बताया' posn='340' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="10">
1	कार	NNPC	<fs af='कार,n,f,sg,3,d,0,0' posn='10' drel='pof__cn:समूह' chunkType='child:NP' name='कार' cref='i3%0:t1'>
2	निकोबार	NNPC	<fs af='निकोबार,n,m,sg,3,d,0,0' posn='20' drel='pof__cn:समूह' chunkType='child:NP' name='निकोबार' cref='i3%0:t1'>
3	द्वीप	NNPC	<fs af='द्वीप,n,m,sg,3,d,0,0' posn='30' drel='pof__cn:समूह' chunkType='child:NP' name='द्वीप' cref='i3%0:t1'>
4	समूह	NNP	<fs af='समूह,n,m,sg,3,o,0_में,0' drel='k7p:है' posn='40' vpos='vib_5' name='समूह' chunkId='NP' chunkType='head:NP' cref='i3%1:t1' crefHead='समूह:i3' crefType='part-of:i2'>
5	में	PSP	<fs af='में,psp,,,,,,' posn='50' drel='lwg__psp:समूह' chunkType='child:NP' name='में'>
6	अब	PRP	<fs af='अब,pn,,,,d,,' drel='k7t:है' posn='60' name='अब' chunkId='NP2' chunkType='head:NP2' cref='i17%1:t7' crefHead='अब:i17' crefType='anaphora-?:i17'>
7	स्थिति	NN	<fs af='स्थिति,n,f,sg,3,o,0_में,0' drel='nmod:सुधार' posn='70' vpos='vib_2' name='स्थिति' chunkId='NP3' chunkType='head:NP3'>
8	में	PSP	<fs af='में,psp,,,,,,' posn='80' drel='lwg__psp:स्थिति' chunkType='child:NP3' name='में2'>
9	सुधार	NN	<fs af='सुधार,n,m,sg,3,o,0_का,0' drel='r6:खबर' posn='90' vpos='vib_2' name='सुधार' chunkId='NP4' chunkType='head:NP4'>
10	की	PSP	<fs af='का,psp,f,sg,,d,,' posn='100' drel='lwg__psp:सुधार' chunkType='child:NP4' name='की'>
11	खबर	NN	<fs af='खबर,n,f,sg,3,d,0,0' drel='k1:है' posn='110' name='खबर' chunkId='NP5' chunkType='head:NP5'>
12	है	VM	<fs af='है,v,any,sg,3,,है,hE' stype='declarative' posn='120' voicetype='active' name='है' chunkId='VGF' chunkType='head:VGF'>
13	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:है' posn='130' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="11">
1	१२	QC	<fs af='१२,num,any,any,,any,,' posn='10' drel='nmod__adj:जहाज' chunkType='child:NP' name='१२'>
2	जहाज	NN	<fs af='जहाज,n,m,pl,3,d,0,0' drel='ccof:और' posn='20' name='जहाज' chunkId='NP' chunkType='head:NP'>
3	और	CC	<fs af='और,avy,,,,,,' drel='k2:किए' posn='30' name='और' chunkId='CCP' chunkType='head:CCP'>
4	१६	QC	<fs af='१६,num,any,any,,any,,' posn='40' drel='nmod__adj:वायुयान' chunkType='child:NP2' name='१६'>
5	वायुयान	NN	<fs af='वायुयान,n,m,pl,3,d,0,0' drel='ccof:' posn='50' name='वायुयान' chunkId='NP2' chunkType='head:NP2'>
6	/	SYM	<fs af=',,,,,,,' posn='60' chunkType='child:CCP2' name='0'>
7	हेलिकॉप्टर	NN	<fs af='हेलिकॉप्टर,n,m,pl,3,d,0,0' drel='ccof:' posn='70' name='हेलिकॉप्टर' chunkId='NP3' chunkType='head:NP3'>
8	राहत	NN	<fs af='राहत,n,f,sg,3,o,0_के_लिए,0' drel='rt:किए' posn='80' vpos='vib_2_3' name='राहत' chunkId='NP4' chunkType='head:NP4'>
9	के	PSP	<fs af='के,psp,,,,,,' posn='90' drel='lwg__psp:राहत' chunkType='child:NP4' name='के'>
10	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='100' drel='lwg__psp:राहत' chunkType='child:NP4' name='लिए'>
11	रवाना	JJ	<fs af='रवाना,adj,any,any,,,,' drel='pof:किए' posn='110' name='रवाना' chunkId='JJP' chunkType='head:JJP'>
12	किए	VM	<fs af='कर,v,m,pl,3,,या_जा+या१_है,yA' stype='declarative' posn='120' voicetype='passive' vpos='tam_2_3' name='किए' chunkId='VGF' chunkType='head:VGF'>
13	गए	VAUX	<fs af='जा,v,m,pl,3,,या१,yA1' posn='130' drel='lwg__vaux:किए' chunkType='child:VGF' name='गए'>
14	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' posn='140' drel='lwg__vaux:किए' chunkType='child:VGF' name='हैं'>
15	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:किए' posn='150' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="12">
1	खाद्य	NNC	<fs af='खाद्य,n,m,sg,3,d,0,0' posn='10' drel='pof__cn:पदार्थो' chunkType='child:NP' name='खाद्य'>
2	पदार्थो	NN	<fs af='पदार्थ,n,m,pl,3,o,0_का,0' drel='r6:पैकेट' posn='20' vpos='vib_3' name='पदार्थो' chunkId='NP' chunkType='head:NP'>
3	के	PSP	<fs af='का,psp,m,pl,,d,,' posn='30' drel='lwg__psp:पदार्थो' chunkType='child:NP' name='के'>
4	पैकेट	NN	<fs af='पैकेट,n,m,pl,3,d,0,0' drel='k2:गिराए' posn='40' name='पैकेट' chunkId='NP2' chunkType='head:NP2'>
5	गिराए	VM	<fs af='गिरा,v,any,pl,3,,एं_जा_रह+एं_है,eM' stype='declarative' posn='50' voicetype='passive' vpos='tam_2_3_4' name='गिराए' chunkId='VGF' chunkType='head:VGF'>
6	जा	VAUX	<fs af='जा,v,any,any,any,,0,0' posn='60' drel='lwg__vaux:गिराए' chunkType='child:VGF' name='जा'>
7	रहे	VAUX	<fs af='रह,v,any,pl,3,,एं,eM' posn='70' drel='lwg__vaux:गिराए' chunkType='child:VGF' name='रहे'>
8	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' posn='80' drel='lwg__vaux:गिराए' chunkType='child:VGF' name='हैं'>
9	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:गिराए' posn='90' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="13">
1	वहाँ	PRP	<fs af='वहाँ,pn,,,,d,,' drel='k7p:खोले' posn='10' name='वहाँ' chunkId='NP' chunkType='head:NP' cref='i18%1:t1' crefHead='वहाँ:i18'>
2	तीन	QC	<fs af='तीन,num,any,any,,any,,' posn='20' drel='nmod__adj:शिविर' chunkType='child:NP2' name='तीन'>
3	राहत	NNC	<fs af='राहत,n,f,sg,3,d,0,0' posn='30' drel='pof__cn:शिविर' chunkType='child:NP2' name='राहत'>
4	शिविर	NN	<fs af='शिविर,n,m,pl,3,d,0,0' drel='k2:खोले' posn='40' name='शिविर' chunkId='NP2' chunkType='head:NP2'>
5	भी	RP	<fs af='भी,avy,,,,,,' posn='50' drel='lwg__rp:शिविर' chunkType='child:NP2' name='भी'>
6	खोले	VM	<fs af='खोल,v,m,pl,3,,या_जा+या१_है,yA' stype='declarative' posn='60' voicetype='passive' vpos='tam_2_3' name='खोले' chunkId='VGF' chunkType='head:VGF'>
7	गए	VAUX	<fs af='जा,v,m,pl,3,,या१,yA1' posn='70' drel='lwg__vaux:खोले' chunkType='child:VGF' name='गए'>
8	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' posn='80' drel='lwg__vaux:खोले' chunkType='child:VGF' name='हैं'>
9	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:खोले' posn='90' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="14">
1	सभी	QF	<fs af='सभी,avy,,,,,,' posn='10' drel='nmod__adj:बंदरगाह' chunkType='child:NP' name='सभी'>
2	बंदरगाह	NN	<fs af='बंदरगाह,n,m,pl,3,d,0,0' drel='ccof:और' posn='20' name='बंदरगाह' chunkId='NP' chunkType='head:NP'>
3	,	SYM	<fs af='COMMA,punc,,,,,,' posn='30' drel='rsym:बंदरगाह' chunkType='child:NP' name=','>
4	हवाई	NNC	<fs af='हवाई,adj,any,any,,d,,' posn='40' drel='pof__cn:अड्डे' chunkType='child:NP2' name='हवाई'>
5	अड्डे	NN	<fs af='अड्डा,n,m,pl,3,d,0,0' drel='ccof:और' posn='50' name='अड्डे' chunkId='NP2' chunkType='head:NP2'>
6	और	CC	<fs af='और,avy,,,,,,' drel='k1:कर' posn='60' name='और' chunkId='CCP' chunkType='head:CCP'>
7	राष्ट्रीय	JJ	<fs af='राष्ट्रीय,adj,any,any,,d,,' posn='70' drel='nmod__adj:राजमार्ग' chunkType='child:NP3' name='राष्ट्रीय'>
8	राजमार्ग	NN	<fs af='राजमार्ग,n,m,sg,3,d,0,0' drel='ccof:और' posn='80' name='राजमार्ग' chunkId='NP3' chunkType='head:NP3'>
9	पूरी	JJ	<fs af='पूरा,adj,f,sg,,d,,' posn='90' drel='nmod__adj:तरह' chunkType='child:NP4' name='पूरी'>
10	तरह	NN	<fs af='तरह,n,f,sg,3,d,0,0' drel='adv:कर' posn='100' name='तरह' chunkId='NP4' chunkType='head:NP4'>
11	काम	NN	<fs af='काम,n,m,sg,3,d,0,0' drel='k2:कर' posn='110' name='काम' chunkId='NP5' chunkType='head:NP5'>
12	कर	VM	<fs af='कर,v,m,pl,3,,0_रह+या_है,0' stype='declarative' posn='120' voicetype='active' vpos='tam_2_3' name='कर' chunkId='VGF' chunkType='head:VGF'>
13	रहे	VAUX	<fs af='रह,v,m,pl,3,,या,yA' posn='130' drel='lwg__vaux:कर' chunkType='child:VGF' name='रहे'>
14	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' posn='140' drel='lwg__vaux:कर' chunkType='child:VGF' name='हैं'>
15	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कर' posn='150' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="15">
1	संचार	NNC	<fs af='संचार,n,m,sg,3,d,0,0' posn='10' drel='pof__cn:सुविधाओं' chunkType='child:NP' name='संचार'>
2	सुविधाओं	NN	<fs af='सुविधा,n,f,pl,3,o,0_को,0' drel='k2:कर' posn='20' vpos='vib_3_RP' name='सुविधाओं' chunkId='NP' chunkType='head:NP'>
3	को	PSP	<fs af='को,psp,,,,,,' posn='30' drel='lwg__psp:सुविधाओं' chunkType='child:NP' name='को'>
4	भी	RP	<fs af='भी,avy,,,,,,' posn='40' drel='lwg__rp:सुविधाओं' chunkType='child:NP' name='भी'>
5	बहाल	JJ	<fs af='बहाल,adj,any,any,,,,' drel='pof:कर' posn='50' name='बहाल' chunkId='JJP' chunkType='head:JJP'>
6	कर	VM	<fs af='कर,v,m,sg,3,,0_दे+या_जा+या१_है,0' stype='declarative' posn='60' voicetype='passive' vpos='tam_2_3_4' name='कर' chunkId='VGF' chunkType='head:VGF'>
7	दिया	VAUX	<fs af='दे,v,m,sg,3,,या,yA' posn='70' drel='lwg__vaux:कर' chunkType='child:VGF' name='दिया'>
8	गया	VAUX	<fs af='जा,v,m,sg,3,,या१,yA1' posn='80' drel='lwg__vaux:कर' chunkType='child:VGF' name='गया'>
9	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='90' drel='lwg__vaux:कर' chunkType='child:VGF' name='है'>
10	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कर' posn='100' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="16">
1	निकोबार	NNPC	<fs af='निकोबार,n,m,sg,3,d,0,0' posn='10' drel='pof__cn:समूह' chunkType='child:NP' name='निकोबार' cref='i4%0:t1'>
2	द्वीप	NNPC	<fs af='द्वीप,n,m,sg,3,d,0,0' posn='20' drel='pof__cn:समूह' chunkType='child:NP' name='द्वीप' cref='i4%0:t1'>
3	समूह	NNP	<fs af='समूह,n,m,sg,3,o,0_के_लिए,0' drel='rt:जुटाई' posn='30' vpos='vib_4_5' name='समूह' chunkId='NP' chunkType='head:NP' cref='i4%1:t1' crefHead='समूह:i4' crefType='part-of:i18'>
4	के	PSP	<fs af='के,psp,,,,,,' posn='40' drel='lwg__psp:समूह' chunkType='child:NP' name='के'>
5	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='50' drel='lwg__psp:समूह' chunkType='child:NP' name='लिए'>
6	८५६	QC	<fs af='८५६,num,any,any,,any,,' posn='60' drel='nmod__adj:राहत' chunkType='child:NP2' name='८५६' cref='i30%0:t15'>
7	टन	NN	<fs af='टन,n,m,sg,3,d,0,0' posn='70' drel='nmod:सामग्री' chunkType='child:NP2' name='टन' cref='i30%0:t15'>
8	राहत	NNC	<fs af='राहत,n,f,sg,3,d,0,0' posn='80' drel='pof__cn:सामग्री' chunkType='child:NP2' name='राहत' cref='i30%0:t15'>
9	सामग्री	NN	<fs af='सामग्री,n,f,pl,3,d,,' drel='k2:जुटाई' posn='90' name='सामग्री' chunkId='NP2' chunkType='head:NP2' cref='i30%1:t15' crefHead='सामग्री:i30'>
10	जुटाई	VM	<fs af='जुटा,v,f,sg,3,,या_जा+या१_है,yA' stype='declarative' posn='100' voicetype='passive' vpos='tam_2_3' name='जुटाई' chunkId='VGF' chunkType='head:VGF'>
11	गई	VAUX	<fs af='जा,v,f,sg,3,,या१,yA1' posn='110' drel='lwg__vaux:जुटाई' chunkType='child:VGF' name='गई'>
12	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='120' drel='lwg__vaux:जुटाई' chunkType='child:VGF' name='है'>
13	जिसमें	PRP	<fs af='जो,pn,any,sg,3,o,0_से,me' drel='k5:पहुँचा' posn='130' coref=':NP2' vpos='vib_2' name='जिसमें' chunkId='NP3' chunkType='head:NP3' cref='i31%1:t15' crefHead='जिसमें:i31'>
14	से	PSP	<fs af='से,psp,,,,,,' posn='140' drel='lwg__psp:जिसमें' chunkType='child:NP3' name='से'>
15	२००	QC	<fs af='२००,num,any,any,,any,,' posn='150' drel='nmod__adj:सामग्री2' chunkType='child:NP4' name='२००'>
16	टन	NN	<fs af='टन,n,m,sg,3,d,0,0' posn='160' drel='nmod:सामग्री2' chunkType='child:NP4' name='टन2'>
17	सामग्री	NN	<fs af='सामग्री,n,f,pl,3,d,0,0' drel='k2:पहुँचा' posn='170' name='सामग्री2' chunkId='NP4' chunkType='head:NP4'>
18	वहाँ	PRP	<fs af='वहाँ,pn,,,,d,,' drel='k7p:पहुँचा' posn='180' name='वहाँ' chunkId='NP5' chunkType='head:NP5' cref='i32%1:t1' crefHead='वहाँ:i32'>
19	पहुँचा	VM	<fs af='पहुंच,v,f,sg,3,,या_दे+या_जा+या१_है,yA' drel='nmod__relc:सामग्री' stype='declarative' posn='190' voicetype='passive' vpos='tam_2_3_4' name='पहुँचा' chunkId='VGF2' chunkType='head:VGF2'>
20	दी	VAUX	<fs af='दे,v,f,sg,3,,या,yA' posn='200' drel='lwg__vaux:पहुँचा' chunkType='child:VGF2' name='दी'>
21	गई	VAUX	<fs af='जा,v,f,sg,3,,या१,yA1' posn='210' drel='lwg__vaux:पहुँचा' chunkType='child:VGF2' name='गई2'>
22	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='220' drel='lwg__vaux:पहुँचा' chunkType='child:VGF2' name='है2'>
23	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:जुटाई' posn='230' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="17">
1	नौसेना	NN	<fs af='नौसेना,n,f,sg,3,d,0,0' drel='k1:कर' posn='10' name='नौसेना' chunkId='NP' chunkType='head:NP'>
2	भी	RP	<fs af='भी,avy,,,,,,' posn='20' drel='lwg__rp:नौसेना' chunkType='child:NP' name='भी'>
3	कार	NNPC	<fs af='कार,n,f,sg,3,d,0,0' posn='30' drel='pof__cn:निकोबार' chunkType='child:NP2' name='कार' cref='i5%0:t1'>
4	निकोबार	NNP	<fs af='निकोबार,n,m,sg,3,o,0_में,0' drel='k7p:पहुंचाने' posn='40' vpos='vib_3' name='निकोबार' chunkId='NP2' chunkType='head:NP2' cref='i5%1:t1' crefHead='निकोबार:i5' crefType='part-of:i32'>
5	में	PSP	<fs af='में,psp,,,,,,' posn='50' drel='lwg__psp:निकोबार' chunkType='child:NP2' name='में'>
6	नौकाओं	NN	<fs af='नौका,n,f,pl,3,o,0_के_जरिये,0' drel='k3:कर' posn='60' vpos='vib_2_3' name='नौकाओं' chunkId='NP3' chunkType='head:NP3'>
7	के	PSP	<fs af='के,psp,,,,,,' posn='70' drel='lwg__psp:नौकाओं' chunkType='child:NP3' name='के'>
8	जरिए	PSP	<fs af='जरिये,psp,,,,,,' posn='80' drel='lwg__psp:नौकाओं' chunkType='child:NP3' name='जरिए'>
9	राहत	NNC	<fs af='राहत,n,f,sg,3,d,0,0' posn='90' drel='pof__cn:सामग्री' chunkType='child:NP4' name='राहत'>
10	सामग्री	NN	<fs af='सामग्री,n,f,sg,3,d,0,0' drel='k2:पहुंचाने' posn='100' name='सामग्री' chunkId='NP4' chunkType='head:NP4'>
11	पहुंचाने	VM	<fs af='पहुंचा,v,any,pl,any,o,ना_का,nA' drel='r6-k2:प्रयास' posn='110' vpos='tam_2' name='पहुंचाने' chunkId='VGNN' chunkType='head:VGNN'>
12	के	PSP	<fs af='का,psp,m,pl,,d,,' posn='120' drel='lwg__psp:पहुंचाने' chunkType='child:VGNN' name='के2'>
13	प्रयास	NN	<fs af='प्रयास,n,m,pl,3,d,0,0' drel='pof:कर' posn='130' name='प्रयास' chunkId='NP5' chunkType='head:NP5'>
14	कर	VM	<fs af='कर,v,f,sg,3,,0_रह+या_है,0' stype='declarative' posn='140' voicetype='active' vpos='tam_2_3' name='कर' chunkId='VGF' chunkType='head:VGF'>
15	रही	VAUX	<fs af='रह,v,f,sg,3,,या,yA' posn='150' drel='lwg__vaux:कर' chunkType='child:VGF' name='रही'>
16	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='160' drel='lwg__vaux:कर' chunkType='child:VGF' name='है'>
17	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कर' posn='170' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="18">
1	विदेश	NNPC	<fs af='विदेश,n,m,sg,3,d,0,0' posn='10' drel='pof__cn:मंत्रालय' chunkType='child:NP' name='विदेश' acrefMod='m2%0:i8'>
2	मंत्रालय	NNP	<fs af='मंत्रालय,n,m,sg,3,o,0_का,0' drel='r6:प्रवक्ता' posn='20' vpos='vib_3' name='मंत्रालय' chunkId='NP' chunkType='head:NP' acrefMod='m2%1:i8' acrefModHead='मंत्रालय:m2'>
3	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='30' drel='lwg__psp:मंत्रालय' chunkType='child:NP' name='के'>
4	प्रवक्ता	NN	<fs af='प्रवक्ता,n,m,sg,3,o,0,0' drel='nmod:सरना' posn='40' name='प्रवक्ता' chunkId='NP2' chunkType='head:NP2' cref='i8%1:t3' crefHead='प्रवक्ता:i8' crefMod='m2:i8' crefType='part-of:i8'>
5	नवतेज	NNPC	<fs af='नवतेज,n,m,sg,3,d,0,0' posn='50' drel='pof__cn:सरना' chunkType='child:NP3' name='नवतेज' cref='i9%0:t3'>
6	सरना	NNP	<fs af='सरना,n,m,sg,3,o,0_ने,0' drel='k1:बताया' posn='60' vpos='vib_3' name='सरना' chunkId='NP3' chunkType='head:NP3' cref='i9%1:t3' crefHead='सरना:i9' crefType='part-of:i8'>
7	ने	PSP	<fs af='ने,psp,,,,,,' posn='70' drel='lwg__psp:सरना' chunkType='child:NP3' name='ने'>
8	बताया	VM	<fs af='बता,v,m,sg,any,,या,yA' stype='declarative' posn='80' voicetype='active' name='बताया' chunkId='VGF' chunkType='head:VGF'>
9	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:बताया' posn='90' name='कि' chunkId='CCP' chunkType='head:CCP'>
10	अमरीका	NNP	<fs af='अमरीका,n,m,sg,3,o,0,0' drel='ccof:और' posn='100' name='अमरीका' chunkId='NP4' chunkType='head:NP4'>
11	,	SYM	<fs af='COMMA,punc,,,,,,' posn='110' drel='rsym:अमरीका' chunkType='child:NP4' name=','>
12	भारत	NNP	<fs af='भारत,n,m,sg,3,o,0,0' drel='ccof:और' posn='120' name='भारत' chunkId='NP5' chunkType='head:NP5'>
13	,	SYM	<fs af='COMMA,punc,,,,,,' posn='130' drel='rsym:भारत' chunkType='child:NP5' name=',2'>
14	जापान	NNP	<fs af='जापान,n,m,sg,3,o,0,0' drel='ccof:और' posn='140' name='जापान' chunkId='NP6' chunkType='head:NP6'>
15	और	CC	<fs af='और,avy,,,,,,' drel='r6:समूह' posn='150' name='और' chunkId='CCP2' chunkType='head:CCP2'>
16	आस्ट्रेलिया	NNP	<fs af='आस्ट्रेलिया,n,m,sg,3,o,0_का,0' drel='ccof:और' posn='160' vpos='vib_2' name='आस्ट्रेलिया' chunkId='NP7' chunkType='head:NP7'>
17	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='170' drel='lwg__psp:आस्ट्रेलिया' chunkType='child:NP7' name='के2'>
18	राहत	NN	<fs af='राहत,n,f,sg,3,d,0,0' drel='k2:पहुंचाने' posn='180' name='राहत' chunkId='NP8' chunkType='head:NP8'>
19	पहुंचाने	VM	<fs af='पहुंचा,v,any,sg,any,o,ना_का,nA' drel='r6:समूह' posn='190' vpos='tam_2' name='पहुंचाने' chunkId='VGNN' chunkType='head:VGNN'>
20	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='200' drel='lwg__psp:पहुंचाने' chunkType='child:VGNN' name='के3'>
21	समूह	NN	<fs af='समूह,n,m,sg,3,o,0_में,0' drel='k7:किया' posn='210' vpos='vib_2' name='समूह' chunkId='NP9' chunkType='head:NP9'>
22	में	PSP	<fs af='में,psp,,,,,,' posn='220' drel='lwg__psp:समूह' chunkType='child:NP9' name='में'>
23	अब	PRP	<fs af='अब,pn,,,,d,,' drel='k7t:किया' posn='230' name='अब' chunkId='NP10' chunkType='head:NP10' cref='i33%1:t16' crefHead='अब:i33' crefType='anaphora-?:i33'>
24	संयुक्त	NNPC	<fs af='संयुक्त,n,m,sg,3,d,0,0' posn='210' drel='pof__cn:राष्ट्र' chunkType='child:NP11' name='संयुक्त' cref='i13%0:t5' acrefMod='m3%0:i12'>
25	राष्ट्र	NNP	<fs af='राष्ट्र,n,m,sg,3,o,0_का,0' drel='r6:ग्लेंड' posn='250' vpos='vib_3' name='राष्ट्र' chunkId='NP11' chunkType='head:NP11' cref='i13%1:t5' crefHead='राष्ट्र:i13' acrefMod='m3%1:i12' acrefModHead='राष्ट्र:m3' crefType='part-of:i13'>
26	के	PSP	<fs af='का,psp,m,pl,,d,,' posn='260' drel='lwg__psp:राष्ट्र' chunkType='child:NP11' name='के4'>
27	प्रतिनिधि	NN	<fs af='प्रतिनिधि,n,m,sg,3,o,0,0' drel='nmod:ग्लेंड' posn='270' name='प्रतिनिधि' chunkId='NP12' chunkType='head:NP12' cref='i12%1:t4' crefHead='प्रतिनिधि:i12' crefMod='m3:i12' crefType='part-of:i12'>
28	ए	NNPC	<fs af='ए,n,m,sg,3,d,0,0' posn='280' drel='pof__cn:ग्लेंड' chunkType='child:NP13' name='ए' cref='i10%0:t4'>
29	ग्लेंड	NNP	<fs af='ग्लेंड,n,m,sg,3,o,0_को,0' drel='k2:किया' posn='290' vpos='vib_3_RP' name='ग्लेंड' chunkId='NP13' chunkType='head:NP13' cref='i10%1:t4' crefHead='ग्लेंड:i10' crefType='part-of:i12'>
30	को	PSP	<fs af='को,psp,,,,,,' posn='300' drel='lwg__psp:ग्लेंड' chunkType='child:NP13' name='को'>
31	भी	RP	<fs af='भी,avy,,,,,,' posn='310' drel='lwg__rp:ग्लेंड' chunkType='child:NP13' name='भी'>
32	शामिल	JJ	<fs af='शामिल,adj,any,any,,,,' drel='pof:किया' posn='320' name='शामिल' chunkId='JJP' chunkType='head:JJP'>
33	किया	VM	<fs af='कर,v,m,sg,3,,या_जा+या१_है,yA' drel='ccof:कि' stype='declarative' posn='330' voicetype='passive' vpos='tam_2_3' name='किया' chunkId='VGF2' chunkType='head:VGF2'>
34	गया	VAUX	<fs af='जा,v,m,sg,3,,या१,yA1' posn='340' drel='lwg__vaux:किया' chunkType='child:VGF2' name='गया'>
35	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='350' drel='lwg__vaux:किया' chunkType='child:VGF2' name='है'>
36	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:बताया' posn='360' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="19">
1	आज	NN	<fs af='आज,n,m,sg,3,d,0,0' drel='k7t:हुई' posn='10' name='आज' chunkId='NP' chunkType='head:NP'>
2	हुई	VM	<fs af='हो,v,f,sg,3,,या,yA' drel='nmod__k1inv:टेलीकांफ्रेंसिंग' posn='20' name='हुई' chunkId='VGNF' chunkType='head:VGNF'>
3	टेलीकांफ्रेंसिंग	NNP	<fs af='टेलीकांफ्रेंसिंग,n,f,sg,3,o,0_में,0' drel='k7:दी' posn='30' vpos='vib_2' name='टेलीकांफ्रेंसिंग' chunkId='NP2' chunkType='head:NP2'>
4	में	PSP	<fs af='में,psp,,,,,,' posn='40' drel='lwg__psp:टेलीकांफ्रेंसिंग' chunkType='child:NP2' name='में'>
5	ग्लेंड	NNP	<fs af='ग्लेंड,n,m,sg,3,o,0_ने,0' drel='k1:दी' posn='50' vpos='vib_2' name='ग्लेंड' chunkId='NP3' chunkType='head:NP3' cref='i11%1:t4' crefHead='ग्लेंड:i11' crefType='part-of:i10'>
6	ने	PSP	<fs af='ने,psp,,,,,,' posn='60' drel='lwg__psp:ग्लेंड' chunkType='child:NP3' name='ने'>
7	संयुक्त	NNPC	<fs af='संयुक्त,n,m,sg,3,d,0,0' posn='210' drel='pof__cn:राष्ट्र' chunkType='child:NP4' name='संयुक्त' cref='i14%0:t5'>
8	राष्ट्र	NNP	<fs af='राष्ट्र,n,m,sg,3,o,0_का,0' drel='r6:योजना' posn='80' vpos='vib_3' name='राष्ट्र' chunkId='NP4' chunkType='head:NP4' cref='i14%1:t5' crefHead='राष्ट्र:i14' crefType='part-of:i13'>
9	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='90' drel='lwg__psp:राष्ट्र' chunkType='child:NP4' name='की'>
10	भावी	JJ	<fs af='भावी,adj,any,any,,o,,' posn='100' drel='nmod__adj:योजना' chunkType='child:NP5' name='भावी'>
11	योजना	NN	<fs af='योजना,n,f,sg,3,o,0_के_बारे_में,0' drel='k7:दी' posn='110' vpos='vib_3_4_5' name='योजना' chunkId='NP5' chunkType='head:NP5'>
12	के	PSP	<fs af='के,psp,,,,,,' posn='120' drel='lwg__psp:योजना' chunkType='child:NP5' name='के'>
13	बारे	PSP	<fs af='बारे,psp,,,,,,' posn='130' drel='lwg__psp:योजना' chunkType='child:NP5' name='बारे'>
14	में	PSP	<fs af='में,psp,,,,,,' posn='140' drel='lwg__psp:योजना' chunkType='child:NP5' name='में2'>
15	जानकारी	NN	<fs af='जानकारी,n,f,sg,3,d,0,0' drel='k2:दी' posn='150' name='जानकारी' chunkId='NP6' chunkType='head:NP6'>
16	दी	VM	<fs af='दे,v,f,sg,3,,या_है,yA' stype='declarative' posn='160' voicetype='active' vpos='tam_2' name='दी' chunkId='VGF' chunkType='head:VGF'>
