2	ने	PSP	<fs af='ने,psp,,,,,,' posn='20' drel='lwg__psp:मनमोहन' chunkType='child:NP' name='ने'>
3	कहा	VM	<fs af='कह,v,m,sg,any,,या,yA' stype='declarative' posn='30' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='40' name='कि' chunkId='CCP' chunkType='head:CCP'>
5	सुनामी	NN	<fs af='सुनामी,n,f,sg,3,o,0_से,0' drel='nmod:तरह' posn='50' vpos='vib_2' name='सुनामी' chunkId='NP2' chunkType='head:NP2' cref='i38%1:t9' crefHead='सुनामी:i38' crefType='part-of:i37'>
6	से	PSP	<fs af='से,psp,,,,,,' posn='60' drel='lwg__psp:सुनामी' chunkType='child:NP2' name='से'>
7	बुरी	JJ	<fs af='बुरा,adj,f,sg,,d,,' posn='70' drel='nmod__adj:तरह' chunkType='child:NP3' name='बुरी'>
8	तरह	NN	<fs af='तरह,n,f,sg,3,d,0,0' drel='jjmod:प्रभावित' posn='80' name='तरह' chunkId='NP3' chunkType='head:NP3'>
9	प्रभावित	JJ	<fs af='प्रभावित,adj,any,any,,o,,' drel='nmod:निकोबार' posn='90' name='प्रभावित' chunkId='JJP' chunkType='head:JJP'>
10	अंडमान	NNPC	<fs af='अंडमान,n,m,sg,3,d,0,0' posn='100' drel='pof__cn:निकोबार' chunkType='child:NP4' name='अंडमान'>
11	निकोबार	NNP	<fs af='निकोबार,n,m,sg,3,o,0_के,0' drel='r6:पुनर्वास' posn='110' vpos='vib_3' name='निकोबार' chunkId='NP4' chunkType='head:NP4'>
12	के	PSP	<fs af='के,psp,m,sg,,o,,' posn='120' drel='lwg__psp:निकोबार' chunkType='child:NP4' name='के'>
13	पुनर्वास	NN	<fs af='पुनर्वास,n,m,sg,3,o,0,0' drel='ccof:और' posn='130' name='पुनर्वास' chunkId='NP5' chunkType='head:NP5'>
14	और	CC	<fs af='और,avy,,,,,,' drel='r6:खर्च' posn='140' name='और' chunkId='CCP2' chunkType='head:CCP2'>
15	राहत	NN	<fs af='राहत,n,f,sg,3,o,0_का,0' drel='ccof:और' posn='150' vpos='vib_2' name='राहत' chunkId='NP6' chunkType='head:NP6'>
16	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='160' drel='lwg__psp:राहत' chunkType='child:NP6' name='का'>
17	सारा	QF	<fs af='सारा,adj,m,sg,,d,,' posn='170' drel='nmod__adj:खर्च' chunkType='child:NP7' name='सारा'>
18	खर्च	NN	<fs af='खर्च,n,m,sg,3,d,0,0' drel='k2:उठाएगी' posn='180' name='खर्च' chunkId='NP7' chunkType='head:NP7'>
19	सरकार	NN	<fs af='सरकार,n,f,sg,3,d,0,0' drel='k1:उठाएगी' posn='190' name='सरकार' chunkId='NP8' chunkType='head:NP8'>
20	उठाएगी	VM	<fs af='उठा,v,f,sg,3,,गा,gA' drel='ccof:कि' stype='declarative' posn='200' voicetype='active' name='उठाएगी' chunkId='VGF2' chunkType='head:VGF2'>
21	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='210' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="9">
1	मनमोहन	NNP	<fs af='मनमोहन,n,m,sg,3,o,0_ने,0' drel='k1:बताया' posn='10' vpos='vib_2' name='मनमोहन' chunkId='NP' chunkType='head:NP' cref='i17%1:t3' crefHead='मनमोहन:i17' crefType='part-of:i16'>
2	ने	PSP	<fs af='ने,psp,,,,,,' posn='20' drel='lwg__psp:मनमोहन' chunkType='child:NP' name='ने'>
3	बताया	VM	<fs af='बता,v,m,sg,any,,या,yA' stype='declarative' posn='30' voicetype='active' name='बताया' chunkId='VGF' chunkType='head:VGF'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:बताया' posn='40' name='कि' chunkId='CCP' chunkType='head:CCP'>
5	केंद्र	NNP	<fs af='केंद्र,n,m,sg,3,o,0_ने,0' drel='k1:किए' posn='50' vpos='vib_2' name='केंद्र' chunkId='NP2' chunkType='head:NP2'>
6	ने	PSP	<fs af='ने,psp,,,,,,' posn='60' drel='lwg__psp:केंद्र' chunkType='child:NP2' name='ने2'>
7	राष्ट्रीय	NNPC	<fs af='राष्ट्रीय,adj,any,any,,o,,' posn='70' drel='pof__cn:कोष' chunkType='child:NP3' name='राष्ट्रीय'>
8	आपदा	NNPC	<fs af='आपदा,n,f,sg,3,d,0,0' posn='80' drel='pof__cn:कोष' chunkType='child:NP3' name='आपदा'>
9	राहत	NNPC	<fs af='राहत,n,f,sg,3,d,0,0' posn='90' drel='pof__cn:कोष' chunkType='child:NP3' name='राहत'>
10	कोष	NNP	<fs af='कोष,n,m,sg,3,o,0_से,0' drel='k5:किए' posn='100' vpos='vib_5' name='कोष' chunkId='NP3' chunkType='head:NP3'>
11	से	PSP	<fs af='से,psp,,,,,,' posn='110' drel='lwg__psp:कोष' chunkType='child:NP3' name='से'>
12	सभी	QF	<fs af='सभी,avy,,,,,,' posn='120' drel='nmod__adj:राज्यों' chunkType='child:NP4' name='सभी'>
13	प्रभावित	JJ	<fs af='प्रभावित,adj,any,any,,o,,' posn='130' drel='nmod__adj:राज्यों' chunkType='child:NP4' name='प्रभावित'>
14	राज्यों	NN	<fs af='राज्य,n,m,pl,3,o,0_के_लिए,0' drel='rt:किए' posn='140' vpos='vib_4_5' name='राज्यों' chunkId='NP4' chunkType='head:NP4'>
15	के	PSP	<fs af='के,psp,,,,,,' posn='150' drel='lwg__psp:राज्यों' chunkType='child:NP4' name='के'>
16	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='160' drel='lwg__psp:राज्यों' chunkType='child:NP4' name='लिए'>
17	पांच	QCC	<fs af='पांच,num,any,any,,any,,' posn='170' drel='mod:रुपये' chunkType='child:NP5' name='पांच' cref='i51%0:t13'>
18	सौ	QCC	<fs af='सौ,num,any,any,,any,,' posn='180' drel='mod:रुपये' chunkType='child:NP5' name='सौ' cref='i51%0:t13'>
19	करोड़	QC	<fs af='करोड,num,any,any,,any,,' posn='190' drel='nmod__adj:रुपये' chunkType='child:NP5' name='करोड़'>
20	रुपये	NN	<fs af='रुपया,n,m,pl,3,d,0,0' drel='k2:किए' posn='200' name='रुपये' chunkId='NP5' chunkType='head:NP5'>
21	जारी	JJ	<fs af='जारी,adj,any,any,,,,' drel='pof:किए' posn='210' name='जारी' chunkId='JJP' chunkType='head:JJP'>
22	किए	VM	<fs af='कर,v,m,pl,3,,या_है,yA' drel='ccof:कि' stype='declarative' posn='220' voicetype='active' vpos='tam_2' name='किए' chunkId='VGF2' chunkType='head:VGF2'>
23	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' posn='230' drel='lwg__vaux:किए' chunkType='child:VGF2' name='हैं'>
24	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:बताया' posn='240' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="10">
1	इसके	PRP	<fs af='यह,pn,any,sg,3,o,0_अलावा,ke' drel='sent-adv:दिए' posn='10' vpos='vib_2' name='इसके' chunkId='NP' chunkType='head:NP' cref='i52%1:t13' crefHead='इसके:i52'>
2	अलावा	PSP	<fs af='अलावा,psp,,,,,,' posn='20' drel='lwg__psp:इसके' chunkType='child:NP' name='अलावा'>
3	प्रधानमंत्री	NNPC	<fs af='प्रधानमंत्री,n,m,sg,3,d,0,0' posn='30' drel='pof__cn:कोष' chunkType='child:NP2' name='प्रधानमंत्री'>
4	राष्ट्रीय	NNPC	<fs af='राष्ट्रीय,adj,any,any,,o,,' posn='70' drel='pof__cn:कोष' chunkType='child:NP2' name='राष्ट्रीय'>
5	राहत	NNPC	<fs af='राहत,n,f,sg,3,d,0,0' posn='50' drel='pof__cn:कोष' chunkType='child:NP2' name='राहत'>
6	कोष	NNP	<fs af='कोष,n,m,sg,3,o,0_से,0' drel='k5:दिए' posn='60' vpos='vib_5' name='कोष' chunkId='NP2' chunkType='head:NP2'>
7	से	PSP	<fs af='से,psp,,,,,,' posn='70' drel='lwg__psp:कोष' chunkType='child:NP2' name='से'>
8	सुनामी	NN	<fs af='सुनामी,n,f,sg,3,o,0_के_कारण,0' drel='rh:मारे' posn='80' vpos='vib_2_3' name='सुनामी' chunkId='NP3' chunkType='head:NP3' cref='i39%1:t9' crefHead='सुनामी:i39' crefType='part-of:i38'>
9	के	PSP	<fs af='के,psp,m,,,o,,' posn='90' drel='lwg__psp:सुनामी' chunkType='child:NP3' name='के'>
10	कारण	PSP	<fs af='कारण,n,m,,,o,,' posn='90' drel='lwg__psp:सुनामी' chunkType='child:NP3' name='कारण'>
11	मारे	VM	<fs af='मार,v,m,pl,3,,या_जा+या१,yA' drel='nmod__k2inv:लोगों' posn='110' vpos='tam_2' name='मारे' chunkId='VGNF' chunkType='head:VGNF'>
12	गए	VAUX	<fs af='जा,v,m,pl,3,,या१,yA1' posn='120' drel='lwg__vaux:मारे' chunkType='child:VGNF' name='गए'>
13	लोगों	NN	<fs af='लोग,n,m,pl,3,o,0_का,0' drel='r6:रिश्तेदार' posn='130' vpos='vib_2' name='लोगों' chunkId='NP4' chunkType='head:NP4'>
14	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='140' drel='lwg__psp:लोगों' chunkType='child:NP4' name='के2'>
15	नजदीकी	JJ	<fs af='नजदीकी,adj,any,any,,o,,' posn='150' drel='nmod__adj:रिश्तेदार' chunkType='child:NP5' name='नजदीकी'>
16	रिश्तेदार	NN	<fs af='रिश्तेदार,n,m,sg,3,o,0_को,0' drel='k4:दिए' posn='160' vpos='vib_3' name='रिश्तेदार' chunkId='NP5' chunkType='head:NP5'>
17	को	PSP	<fs af='को,psp,,,,,,' posn='170' drel='lwg__psp:रिश्तेदार' chunkType='child:NP5' name='को'>
18	एक	QCC	<fs af='एक,num,any,any,,any,,' posn='180' drel='mod:रुपये' chunkType='child:NP6' name='एक'>
19	-JOIN	SYM	<fs af='-,punc,,,,,,' posn='190' drel='rsym:रुपये' chunkType='child:NP6' name='-JOIN'>
20	एक	RDP	<fs af='एक,num,any,any,,any,,' posn='200' drel='pof__redup:-JOIN' chunkType='child:NP6' name='एक2'>
21	लाख	QC	<fs af='लाख,num,any,any,,any,,' posn='210' drel='nmod__adj:रुपये' chunkType='child:NP6' name='लाख'>
22	रुपये	NN	<fs af='रुपया,n,m,pl,3,d,0,0' drel='k2:दिए' posn='220' name='रुपये' chunkId='NP6' chunkType='head:NP6'>
23	दिए	VM	<fs af='दे,v,m,pl,3,,या_जा+गा,yA' stype='declarative' posn='230' voicetype='passive' vpos='tam_2' name='दिए' chunkId='VGF' chunkType='head:VGF'>
24	जाएंगे	VAUX	<fs af='जा,v,m,pl,3,,गा,gA' posn='240' drel='lwg__vaux:दिए' chunkType='child:VGF' name='जाएंगे'>
25	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:दिए' posn='250' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="11">
1	इससे	PRP	<fs af='यह,pn,any,sg,3,o,0_पहले,se' drel='k7t:कहा' posn='10' vpos='vib_2' name='इससे' chunkId='NP' chunkType='head:NP' cref='i47%1:t11' crefHead='इससे:i47' crefType='anaphora-?:i47'>
2	पहले	NST	<fs af='पहले,nst,m,sg,3,d,,' posn='20' drel='lwg__psp:इससे' chunkType='child:NP' name='पहले'>
3	केरल	NNP	<fs af='केरल,n,m,sg,3,o,0_के,0' drel='r6:जिले' posn='30' vpos='vib_2' name='केरल' chunkId='NP2' chunkType='head:NP2' cref='i8%1:t2' crefHead='केरल:i8' crefType='part-of:i7'>
4	के	PSP	<fs af='के,psp,m,sg,,o,,' posn='40' drel='lwg__psp:केरल' chunkType='child:NP2' name='के'>
5	कोल्लम	NNP	<fs af='कोल्लम,n,m,sg,3,d,0,0' posn='50' drel='nmod__adj:जिले' chunkType='child:NP3' name='कोल्लम'>
6	जिले	NN	<fs af='जिला,n,m,sg,3,o,0_का,0' drel='r6:करुंगापल्ली' posn='60' vpos='vib_vib_3' name='जिले' chunkId='NP3' chunkType='head:NP3'>
7	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='70' drel='lwg__psp:जिले' chunkType='child:NP3' name='के2'>
8	करुंगापल्ली	NNP	<fs af='करुंगापल्ली,n,m,sg,3,o,0_का,0' drel='r6:अस्पताल' posn='80' vpos='vib_2' name='करुंगापल्ली' chunkId='NP4' chunkType='head:NP4'>
9	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='90' drel='lwg__psp:करुंगापल्ली' chunkType='child:NP4' name='के3'>
10	तालुका	NNPC	<fs af='तालुका,n,m,sg,3,d,0,0' posn='100' drel='pof__cn:अस्पताल' chunkType='child:NP5' name='तालुका'>
11	अस्पताल	NNP	<fs af='अस्पताल,n,m,sg,3,o,0_में,0' drel='k7p:कहा' posn='110' vpos='vib_3' name='अस्पताल' chunkId='NP5' chunkType='head:NP5'>
12	में	PSP	<fs af='में,psp,,,,,,' posn='120' drel='lwg__psp:अस्पताल' chunkType='child:NP5' name='में'>
13	घायलों	NN	<fs af='घायल,n,m,pl,3,o,0,0' drel='ccof:और' posn='130' name='घायलों' chunkId='NP6' chunkType='head:NP6'>
14	और	CC	<fs af='और,avy,,,,,,' drel='k4:कहा' posn='140' name='और' chunkId='CCP' chunkType='head:CCP'>
15	बेघर	JJ	<fs af='बेघर,adj,any,any,,o,,' posn='150' drel='nmod__adj:लोगों' chunkType='child:NP7' name='बेघर'>
16	लोगों	NN	<fs af='लोग,n,m,pl,3,o,0_से,0' drel='ccof:और' posn='160' vpos='vib_3' name='लोगों' chunkId='NP7' chunkType='head:NP7'>
17	से	PSP	<fs af='से,psp,,,,,,' posn='170' drel='lwg__psp:लोगों' chunkType='child:NP7' name='से'>
18	मुलाकात	NN	<fs af='मुलाकात,n,f,sg,3,o,0_के_बाद,0' drel='k7t:कहा' posn='180' vpos='vib_2_3' name='मुलाकात' chunkId='NP8' chunkType='head:NP8'>
19	के	PSP	<fs af='के,psp,,,,,,' posn='190' drel='lwg__psp:मुलाकात' chunkType='child:NP8' name='के4'>
20	बाद	NST	<fs af='बाद,nst,m,sg,3,d,,' posn='200' drel='lwg__psp:मुलाकात' chunkType='child:NP8' name='बाद'>
21	मनमोहन	NNPC	<fs af='मनमोहन,n,m,sg,3,d,0,0' posn='210' drel='pof__cn:सिंह' chunkType='child:NP9' name='मनमोहन' cref='i18%0:t3'>
22	सिंह	NNP	<fs af='सिंह,n,m,sg,3,o,0_ने,0' drel='k1:कहा' posn='220' vpos='vib_3' name='सिंह' chunkId='NP9' chunkType='head:NP9' cref='i18%1:t3' crefHead='सिंह:i18' crefType='part-of:i17'>
23	ने	PSP	<fs af='ने,psp,,,,,,' posn='230' drel='lwg__psp:सिंह' chunkType='child:NP9' name='ने'>
24	कहा	VM	<fs af='कह,v,m,sg,any,,या,yA' stype='declarative' posn='240' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
25	,	SYM	<fs af='COMMA,punc,,,,,,' posn='250' drel='rsym:कहा' chunkType='child:VGF' name=','>
26	'1	SYM	<fs af='1,punc,,,,,,' 1' posn='260' drel='rsym:लोग' chunkType='child:NP10' name='' cref='i48%0:t12'>
27	जो	DEM	<fs af='जो,pn,any,pl,3,d,,' posn='270' drel='nmod__adj:लोग' chunkType='child:NP10' name='जो' cref='i48%0:t12'>
28	लोग	NN	<fs af='लोग,n,m,pl,3,d,0,0' drel='k2:मारे' posn='280' coref='उन्हें' name='लोग' chunkId='NP10' chunkType='head:NP10' cref='i48%1:t12' crefHead='लोग:i48'>
29	मारे	VM	<fs af='मार,v,m,pl,3,,या_जा+या१_है,yA' drel='nmod__relc:उन्हें' stype='declarative' posn='290' voicetype='active' vpos='tam_2_3' name='मारे' chunkId='VGF2' chunkType='head:VGF2'>
30	गए	VAUX	<fs af='जा,v,m,pl,any,,या१,yA1' posn='300' drel='lwg__vaux:मारे' chunkType='child:VGF2' name='गए'>
31	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' posn='310' drel='lwg__vaux:मारे' chunkType='child:VGF2' name='हैं'>
32	उन्हें	PRP	<fs af='वह,pn,any,pl,3,o,को,ko' drel='k2:लाया' posn='320' name='उन्हें' chunkId='NP11' chunkType='head:NP11' cref='i49%1:t12' crefHead='उन्हें:i49'>
33	वापस	JJ	<fs af='वापस,adj,any,any,,,,' drel='pof:लाया' posn='330' name='वापस' chunkId='JJP' chunkType='head:JJP'>
34	नहीं	NEG	<fs af='नहीं,avy,,,,,,' posn='340' drel='lwg__neg:लाया' chunkType='child:VGF3' name='नहीं'>
35	लाया	VM	<fs af='ला,v,any,sg,any,,या_जा_सक+ता,yA' drel='k2:कहा' stype='declarative' posn='350' voicetype='passive' vpos='tam_3_4' name='लाया' chunkId='VGF3' chunkType='head:VGF3'>
36	जा	VAUX	<fs af='जा,v,any,any,any,,0,0' posn='360' drel='lwg__vaux:लाया' chunkType='child:VGF3' name='जा'>
37	सकता	VAUX	<fs af='सक,v,m,sg,any,,ता,wA' posn='370' drel='lwg__vaux:लाया' chunkType='child:VGF3' name='सकता'>
38	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='380' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="12">
1	लेकिन	CC	<fs af='लेकिन,avy,,,,,,' posn='10' name='लेकिन' chunkId='CCP' chunkType='head:CCP'>
2	,	SYM	<fs af='COMMA,punc,,,,,,' posn='20' drel='rsym:लेकिन' chunkType='child:CCP' name=','>
3	सरकार	NN	<fs af='सरकार,n,f,sg,3,d,0,0' drel='k1:करेगी' posn='30' name='सरकार' chunkId='NP' chunkType='head:NP'>
4	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' posn='40' drel='nmod__adj:तबाही' chunkType='child:NP2' name='इस'>
5	तबाही	NN	<fs af='तबाही,n,f,sg,3,o,0_से,0' drel='jjmod:प्रभावित' posn='50' vpos='vib_3' name='तबाही' chunkId='NP2' chunkType='head:NP2'>
6	से	PSP	<fs af='से,psp,,,,,,' posn='60' drel='lwg__psp:तबाही' chunkType='child:NP2' name='से'>
7	प्रभावित	JJ	<fs af='प्रभावित,adj,any,any,,o,,' drel='nmod:लोगों' posn='70' name='प्रभावित' chunkId='JJP' chunkType='head:JJP'>
8	लोगों	NN	<fs af='लोग,n,m,pl,3,o,0_को,0' drel='k2:करेगी' posn='80' vpos='vib_2' name='लोगों' chunkId='NP3' chunkType='head:NP3'>
9	को	PSP	<fs af='को,psp,,,,,,' posn='90' drel='lwg__psp:लोगों' chunkType='child:NP3' name='को'>
10	दोबारा	RB	<fs af='दोबारा,adv,,,,,,' drel='adv:करने' posn='100' name='दोबारा' chunkId='RBP' chunkType='head:RBP'>
11	जिंदगी	NN	<fs af='जिंदगी,n,f,sg,3,d,0,0' drel='k2:करने' posn='110' name='जिंदगी' chunkId='NP4' chunkType='head:NP4'>
12	शुरू	NN	<fs af='शुरू,n,m,sg,3,d,0,0' drel='pof:करने' posn='120' name='शुरू' chunkId='NP5' chunkType='head:NP5'>
13	करने	VM	<fs af='कर,v,any,any,any,o,ना_के_लिए,nA' drel='rt:करेगी' posn='130' vpos='tam_2_3' name='करने' chunkId='VGNN' chunkType='head:VGNN'>
14	के	PSP	<fs af='के,psp,,,,,,' posn='140' drel='lwg__psp:करने' chunkType='child:VGNN' name='के'>
15	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='150' drel='lwg__psp:करने' chunkType='child:VGNN' name='लिए'>
16	हर	QF	<fs af='हर,avy,,,,,,' posn='160' drel='nmod__adj:तरह' chunkType='child:NP6' name='हर'>
17	तरह	NN	<fs af='तरह,n,f,sg,3,o,0_का,0' drel='r6-k2:मदद' posn='170' vpos='vib_3' name='तरह' chunkId='NP6' chunkType='head:NP6'>
18	की	PSP	<fs af='का,psp,f,sg,,d,,' posn='180' drel='lwg__psp:तरह' chunkType='child:NP6' name='की'>
19	मदद	NN	<fs af='मदद,n,f,sg,3,d,0,0' drel='pof:करेगी' posn='190' name='मदद' chunkId='NP7' chunkType='head:NP7'>
20	करेगी	VM	<fs af='कर,v,f,sg,3,,गा,gA' drel='ccof:लेकिन' stype='declarative' posn='200' voicetype='active' name='करेगी' chunkId='VGF' chunkType='head:VGF'>
21	'2	SYM	<fs af='2,punc,,,,,,' 2' posn='210' drel='rsym:करेगी' chunkType='child:VGF' name=''>
22	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:लेकिन' posn='210' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="13">
1	तमिलनाडु	NNP	<fs af='तमिलनाडु,n,m,sg,3,o,0,0' drel='ccof:और' posn='40' name='तमिलनाडु' chunkId='NP' chunkType='head:NP' cref='i5%1:t1' crefHead='तमिलनाडु:i5' crefType='part-of:i4'>
2	और	CC	<fs af='और,avy,,,,,,' drel='r6:सुनामी' posn='30' name='और' chunkId='CCP' chunkType='head:CCP'>
3	केरल	NNP	<fs af='केरल,n,m,sg,3,o,0_का,0' drel='ccof:और' posn='40' vpos='vib_2' name='केरल' chunkId='NP2' chunkType='head:NP2' cref='i9%1:t2' crefHead='केरल:i9' crefType='part-of:i8'>
4	के	PSP	<fs af='का,psp,m,pl,,o,,' posn='50' drel='lwg__psp:केरल' chunkType='child:NP2' name='के'>
5	सुनामी	NN	<fs af='सुनामी,n,f,sg,3,d,0,0' drel='jjmod:प्रभावित' posn='60' name='सुनामी' chunkId='NP3' chunkType='head:NP3' cref='i40%1:t9' crefHead='सुनामी:i40' crefType='part-of:i39'>
6	प्रभावित	JJ	<fs af='प्रभावित,adj,any,any,,o,,' drel='nmod:इलाकों' posn='70' name='प्रभावित' chunkId='JJP' chunkType='head:JJP'>
7	इलाकों	NN	<fs af='इलाका,n,m,pl,3,o,0_का,0' drel='nmod:दौरे' posn='80' vpos='vib_2' name='इलाकों' chunkId='NP4' chunkType='head:NP4'>
8	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='90' drel='lwg__psp:इलाकों' chunkType='child:NP4' name='के2'>
9	दो	QC	<fs af='दो,num,any,any,,any,,' posn='100' drel='nmod__adj:दौरे' chunkType='child:NP5' name='दो'>
10	दिवसीय	JJ	<fs af='दिवसीय,adj,any,any,,o,,' posn='110' drel='nmod__adj:दौरे' chunkType='child:NP5' name='दिवसीय'>
11	दौरे	NN	<fs af='दौरा,n,m,sg,3,o,0_का,0' drel='r6:दिन' posn='120' vpos='vib_4' name='दौरे' chunkId='NP5' chunkType='head:NP5'>
12	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='130' drel='lwg__psp:दौरे' chunkType='child:NP5' name='के3'>
13	आखिरी	JJ	<fs af='आखिरी,adj,any,any,,d,,' posn='140' drel='nmod__adj:दिन' chunkType='child:NP6' name='आखिरी'>
14	दिन	NN	<fs af='दिन,n,m,sg,3,d,0,0' drel='k7t:कहा' posn='150' name='दिन' chunkId='NP6' chunkType='head:NP6'>
15	शुक्रवार	NNP	<fs af='शुक्रवार,n,m,sg,3,o,0_को,0' drel='k7t:कहा' posn='160' vpos='vib_2' name='शुक्रवार' chunkId='NP7' chunkType='head:NP7'>
16	को	PSP	<fs af='को,psp,,,,,,' posn='170' drel='lwg__psp:शुक्रवार' chunkType='child:NP7' name='को'>
17	मनमोहन	NNPC	<fs af='मनमोहन,n,m,sg,3,d,0,0' posn='180' drel='pof__cn:सिंह' chunkType='child:NP8' name='मनमोहन' cref='i19%0:t3'>
18	सिंह	NNP	<fs af='सिंह,n,m,sg,3,o,0_ने,0' drel='k1:कहा' posn='190' vpos='vib_3' name='सिंह' chunkId='NP8' chunkType='head:NP8' cref='i19%1:t3' crefHead='सिंह:i19' crefType='part-of:i18'>
19	ने	PSP	<fs af='ने,psp,,,,,,' posn='200' drel='lwg__psp:सिंह' chunkType='child:NP8' name='ने'>
20	कहा	VM	<fs af='कह,v,m,sg,any,,या,yA' stype='declarative' posn='210' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
21	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='220' name='कि' chunkId='CCP2' chunkType='head:CCP2'>
22	अलप्पड	NNP	<fs af='अलप्पड,n,m,sg,3,o,0,0' drel='ccof:और2' posn='230' name='अलप्पड' chunkId='NP9' chunkType='head:NP9' cref='i33%1:t8' crefHead='अलप्पड:i33' crefType='part-of:i33'>
23	और	CC	<fs af='और,avy,,,,,,' drel='nmod:इलाकों2' posn='240' name='और2' chunkId='CCP3' chunkType='head:CCP3'>
24	अझीक्कल	NNP	<fs af='अझीक्कल,n,m,sg,3,o,0_जैसा,0' drel='ccof:और2' posn='250' vpos='vib_2' name='अझीक्कल' chunkId='NP10' chunkType='head:NP10'>
25	जैसे	PSP	<fs af='जैसा,psp,m,pl,,o,,' posn='260' drel='lwg__psp:अझीक्कल' chunkType='child:NP10' name='जैसे'>
26	तटीय	JJ	<fs af='तटीय,adj,any,any,,o,,' posn='270' drel='nmod__adj:इलाकों2' chunkType='child:NP11' name='तटीय'>
27	इलाकों	NN	<fs af='इलाका,n,m,pl,3,o,0_में,0' drel='k7p:बनाने' posn='280' vpos='vib_3' name='इलाकों2' chunkId='NP11' chunkType='head:NP11'>
28	में	PSP	<fs af='में,psp,,,,,,' posn='290' drel='lwg__psp:इलाकों2' chunkType='child:NP11' name='में'>
29	तुरंत	RB	<fs af='तुरंत,adv,,,,,,' drel='adv:बनाने' posn='300' name='तुरंत' chunkId='RBP' chunkType='head:RBP'>
30	'1	SYM	<fs af='1,punc,,,,,,' 1' posn='310' drel='rsym:वाल' chunkType='child:NP12' name=''>
31	सी	NNC	<fs af='सी,n,m,sg,3,d,0,0' posn='320' drel='pof__cn:वाल' chunkType='child:NP12' name='सी'>
32	वाल	NN	<fs af='वाल,n,f,sg,3,d,0,0' drel='k2:बनाने' posn='330' name='वाल' chunkId='NP12' chunkType='head:NP12'>
33	'2	SYM	<fs af='2,punc,,,,,,' 2' posn='340' drel='rsym:वाल' chunkType='child:NP12' name=''>
34	बनाने	VM	<fs af='बना,v,any,any,any,o,ना_के_लिए,nA' drel='rt:उठाए' posn='350' vpos='tam_2_3' name='बनाने' chunkId='VGNN' chunkType='head:VGNN'>
35	के	PSP	<fs af='के,psp,,,,,,' posn='360' drel='lwg__psp:बनाने' chunkType='child:VGNN' name='के4'>
36	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='370' drel='lwg__psp:बनाने' chunkType='child:VGNN' name='लिए'>
37	कदम	NN	<fs af='कदम,n,m,pl,3,d,0,0' drel='k2:उठाए' posn='380' name='कदम' chunkId='NP13' chunkType='head:NP13'>
38	उठाए	VM	<fs af='उठा,v,m,pl,3,,या_जा+गा,yA' drel='ccof:कि' stype='declarative' posn='390' voicetype='active' vpos='tam_2' name='उठाए' chunkId='VGF2' chunkType='head:VGF2'>
39	जाएंगे	VAUX	<fs af='जा,v,m,pl,3,,गा,gA' posn='400' drel='lwg__vaux:उठाए' chunkType='child:VGF2' name='जाएंगे'>
40	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='410' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="14">
1	NULL	PRP	<fs mtype='non-gap' troot='यह' dmrel='k1:है' name='NULL' chunkId='NULL__NP' chunkType='head:NULL__NP'>
2	गौरतलब	JJ	<fs af='गौरतलब,adj,any,any,,,,' drel='k1s:है' posn='10' name='गौरतलब' chunkId='JJP' chunkType='head:JJP'>
3	है	VM	<fs af='है,v,any,sg,3,,है,hE' stype='declarative' posn='20' voicetype='active' name='है' chunkId='VGF' chunkType='head:VGF'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='rs:NULL' posn='30' name='कि' chunkId='CCP' chunkType='head:CCP'>
