4	श्रेणी	NN	<fs af='श्रेणी,n,f,sg,3,o,0_का,0' drel='r6:मजिस्ट्रेट' posn='40' vpos='vib_3' name='श्रेणी' chunkId='NP2' chunkType='head:NP2' acrefMod='m2%1:i24' acrefModHead='श्रेणी:m2'>
5	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='50' drel='lwg__psp:श्रेणी' chunkType='child:NP2' name='के'>
6	न्यायिक	JJ	<fs af='न्यायिक,adj,any,any,,o,,' posn='300' drel='nmod__adj:मजिस्ट्रेट' chunkType='child:NP3' name='न्यायिक' cref='i24%0:t6'>
7	मजिस्ट्रेट	NN	<fs af='मजिस्ट्रेट,n,m,sg,3,o,0,0' drel='nmod:इस्माइल' posn='70' name='मजिस्ट्रेट' chunkId='NP3' chunkType='head:NP3' cref='i24%1:t6' crefHead='मजिस्ट्रेट:i24' crefMod='m2:i24' crefType='part-of:i24'>
8	मोहम्मद	NNPC	<fs af='मोहम्मद,n,m,sg,3,d,0,0' posn='80' drel='pof__cn:इस्माइल' chunkType='child:NP4' name='मोहम्मद' cref='i25%0:t6'>
9	इस्माइल	NNP	<fs af='इस्माइल,n,m,sg,3,o,0_ने,0' drel='k1:कहा' posn='90' vpos='vib_3' name='इस्माइल' chunkId='NP4' chunkType='head:NP4' cref='i25%1:t6' crefHead='इस्माइल:i25' crefType='part-of:i24'>
10	ने	PSP	<fs af='ने,psp,,,,,,' posn='100' drel='lwg__psp:इस्माइल' chunkType='child:NP4' name='ने'>
11	मंगलवार	NNP	<fs af='मंगलवार,n,m,sg,3,o,0_को,0' drel='k7t:कहा' posn='110' vpos='vib_2' name='मंगलवार' chunkId='NP5' chunkType='head:NP5'>
12	को	PSP	<fs af='को,psp,,,,,,' posn='120' drel='lwg__psp:मंगलवार' chunkType='child:NP5' name='को'>
13	अतिरिक्त	NNC	<fs af='अतिरिक्त,adj,any,any,,o,,' posn='130' drel='pof__cn:अभियोजक' chunkType='child:NP6' name='अतिरिक्त' cref='i26%0:t7'>
14	लोक	NNC	<fs af='लोक,n,m,sg,3,d,0,0' posn='140' drel='pof__cn:अभियोजक' chunkType='child:NP6' name='लोक' cref='i26%0:t7'>
15	अभियोजक	NN	<fs af='अभियोजक,n,m,sg,3,o,0,0' drel='nmod:नागेंद्र' posn='150' name='अभियोजक' chunkId='NP6' chunkType='head:NP6' cref='i26%1:t7' crefHead='अभियोजक:i26' crefType='part-of:i28'>
16	एन	NNPC	<fs af='एन,n,m,sg,3,d,0,0' posn='160' drel='pof__cn:नागेंद्र' chunkType='child:NP7' name='एन' cref='i27%0:t7'>
17	नागेंद्र	NNP	<fs af='नागेंद्र,n,m,sg,3,o,0_से,0' drel='k4:कहा' posn='170' vpos='vib_3' name='नागेंद्र' chunkId='NP7' chunkType='head:NP7' cref='i27%1:t7' crefHead='नागेंद्र:i27' crefType='part-of:i26'>
18	से	PSP	<fs af='से,psp,,,,,,' posn='180' drel='lwg__psp:नागेंद्र' chunkType='child:NP7' name='से'>
19	कहा	VM	<fs af='कह,v,m,sg,3,,या,yA' stype='declarative' posn='190' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
20	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='200' name='कि' chunkId='CCP' chunkType='head:CCP'>
21	वह	PRP	<fs af='वह,pn,any,sg,3,d,0,0' drel='k1:दें' posn='210' name='वह' chunkId='NP8' chunkType='head:NP8' cref='i45%1:t7' crefHead='वह:i45'>
22	उमा	NNP	<fs af='उमा,n,f,sg,3,o,0_पर,0' drel='k7p:दें' posn='220' vpos='vib_2' name='उमा' chunkId='NP9' chunkType='head:NP9' cref='i5%1:t1' crefHead='उमा:i5' crefType='part-of:i47'>
23	पर	PSP	<fs af='पर,psp,,,,,,' posn='230' drel='lwg__psp:उमा' chunkType='child:NP9' name='पर'>
24	मामला	NN	<fs af='मामला,n,m,sg,3,d,0,0' drel='k2:लेने' posn='240' name='मामला' chunkId='NP10' chunkType='head:NP10'>
25	वापस	JJ	<fs af='वापस,adj,any,any,,,,' drel='pof:लेने' posn='250' name='वापस' chunkId='JJP' chunkType='head:JJP'>
26	लेने	VM	<fs af='ले,v,any,sg,any,o,ना_का,nA' drel='r6:प्रार्थना' posn='260' vpos='tam_2' name='लेने' chunkId='VGNN' chunkType='head:VGNN'>
27	की	PSP	<fs af='का,psp,m,sg,,d,,' posn='270' drel='lwg__psp:लेने' chunkType='child:VGNN' name='की'>
28	लिखित	JJ	<fs af='लिखित,adj,any,any,,d,,' posn='280' drel='nmod__adj:प्रार्थना' chunkType='child:NP11' name='लिखित'>
29	प्रार्थना	NN	<fs af='प्रार्थना,n,f,sg,3,d,0,0' drel='k2:दें' posn='290' name='प्रार्थना' chunkId='NP11' chunkType='head:NP11'>
30	दें	VM	<fs af='दे,v,any,sg,3h,,एं,eM' drel='ccof:कि' stype='declarative' posn='300' voicetype='active' name='दें' chunkId='VGF2' chunkType='head:VGF2'>
31	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='310' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="8">
1	वकीलों	NN	<fs af='वकील,n,m,pl,3,o,0_का,0' drel='r6:हंगामे' posn='10' vpos='vib_2' name='वकीलों' chunkId='NP' chunkType='head:NP'>
2	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='20' drel='lwg__psp:वकीलों' chunkType='child:NP' name='के'>
3	हंगामे	NN	<fs af='हंगामा,n,m,sg,3,o,0_के_चलते,0' drel='rh:हुई' posn='30' vpos='vib_2_3' name='हंगामे' chunkId='NP2' chunkType='head:NP2'>
4	के	PSP	<fs af='के,psp,,,,,,' posn='40' drel='lwg__psp:हंगामे' chunkType='child:NP2' name='के2'>
5	चलते	PSP	<fs af='चलते,psp,,,,,,' posn='50' drel='lwg__psp:हंगामे' chunkType='child:NP2' name='चलते'>
6	उमा	NNPC	<fs af='उमा,n,f,sg,3,d,0,0' posn='60' drel='pof__cn:भारती' chunkType='child:NP3' name='उमा' cref='i6%0:t1'>
7	भारती	NNP	<fs af='भारती,n,any,sg,3,o,0_का,0' drel='r6:मामले' posn='70' vpos='vib_3' name='भारती' chunkId='NP3' chunkType='head:NP3' cref='i6%1:t1' crefHead='भारती:i6' crefType='part-of:i5'>
8	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='80' drel='lwg__psp:भारती' chunkType='child:NP3' name='के3'>
9	मामले	NN	<fs af='मामला,n,m,sg,3,o,0_का,0' drel='r6:सुनवाई' posn='90' vpos='vib_2' name='मामले' chunkId='NP4' chunkType='head:NP4'>
10	की	PSP	<fs af='का,psp,f,sg,,d,,' posn='100' drel='lwg__psp:मामले' chunkType='child:NP4' name='की'>
11	सुनवाई	NN	<fs af='सुनवाई,n,f,sg,3,d,0,0' drel='k1:हुई' posn='110' name='सुनवाई' chunkId='NP5' chunkType='head:NP5'>
12	आज	NN	<fs af='आज,n,m,sg,3,d,0,0' drel='k7t:हुई' posn='120' name='आज' chunkId='NP6' chunkType='head:NP6'>
13	दो	QC	<fs af='दो,num,any,any,,any,,' posn='130' drel='nmod__adj:बार' chunkType='child:NP7' name='दो'>
14	बार	NN	<fs af='बार,n,f,pl,3,d,0,0' drel='adv:हुई' posn='140' name='बार' chunkId='NP7' chunkType='head:NP7'>
15	बाधित	JJ	<fs af='बाधित,adj,any,any,,,,' drel='pof:हुई' posn='150' name='बाधित' chunkId='JJP' chunkType='head:JJP'>
16	हुई	VM	<fs af='हो,v,f,sg,3,,या,yA' stype='declarative' posn='160' voicetype='active' name='हुई' chunkId='VGF' chunkType='head:VGF'>
17	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:हुई' posn='170' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="9">
1	ये	DEM	<fs af='यह,pn,any,pl,3,o,,' posn='10' drel='nmod__adj:वकील' chunkType='child:NP' name='ये'>
2	वकील	NN	<fs af='वकील,n,m,pl,3,d,0,0' drel='k1:जता' posn='20' name='वकील' chunkId='NP' chunkType='head:NP'>
3	हुबली	NNP	<fs af='हुबली,n,f,sg,3,d,0,0' posn='30' drel='nmod__adj:धारवाड़' chunkType='child:NP2' name='हुबली' cref='i30%1:t8' crefHead='हुबली:i30' crefType='part-of:i29'>
4	-	SYM	<fs af=',punc,,,,,,' posn='40' drel='rsym:धारवाड़' chunkType='child:NP2' name='-'>
5	धारवाड़	NNP	<fs af='धारवाड़,n,m,sg,3,o,0_में,0' drel='k7p:जता' posn='50' vpos='vib_vib_4' name='धारवाड़' chunkId='NP2' chunkType='head:NP2'>
6	में	PSP	<fs af='में,psp,,,,,,' posn='60' drel='lwg__psp:धारवाड़' chunkType='child:NP2' name='में'>
7	कर्नाटक	NNPC	<fs af='कर्नाटक,n,m,sg,3,d,0,0' posn='70' drel='pof__cn:कोर्ट' chunkType='child:NP3' name='कर्नाटक' cref='i13%1:t2,i37%0:t11' crefHead='कर्नाटक:i13' crefType='part-of:i12'>
8	हाई	NNPC	<fs af='हाई,adj,any,any,,o,,' posn='300' drel='pof__cn:कोर्ट' chunkType='child:NP3' name='हाई' cref='i37%0:t11'>
9	कोर्ट	NNP	<fs af='कोर्ट,n,f,sg,3,o,0_का,0' drel='r6:पीठ' posn='90' vpos='vib_4' name='कोर्ट' chunkId='NP3' chunkType='head:NP3' cref='i37%1:t11' crefHead='कोर्ट:i37' crefType='part-of:i37'>
10	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='100' drel='lwg__psp:कोर्ट' chunkType='child:NP3' name='की'>
11	पीठ	NN	<fs af='पीठ,n,f,sg,3,o,0_को,0' drel='k2:बताने' posn='110' vpos='vib_2' name='पीठ' chunkId='NP4' chunkType='head:NP4'>
12	को	PSP	<fs af='को,psp,,,,,,' posn='120' drel='lwg__psp:पीठ' chunkType='child:NP4' name='को'>
13	गैर	JJC	<fs af='गैर,adj,any,any,,,,' posn='130' drel='mod:जरूरी' chunkType='child:JJP' name='गैर'>
14	जरूरी	JJ	<fs af='जरूरी,adj,any,any,,,,' drel='k2s:बताने' posn='140' name='जरूरी' chunkId='JJP' chunkType='head:JJP'>
15	बताने	VM	<fs af='बता,v,any,any,any,o,ना_संबंधी,nA' drel='nmod:बयान' posn='150' vpos='tam_2' name='बताने' chunkId='VGNN' chunkType='head:VGNN'>
16	संबंधी	PSP	<fs af='संबंधी,adj,any,any,,,,' posn='160' drel='lwg__psp:बताने' chunkType='child:VGNN' name='संबंधी'>
17	मुख्य	NNC	<fs af='मुख्य,adj,any,any,,o,,' posn='170' drel='pof__cn:न्यायाधीश' chunkType='child:NP5' name='मुख्य'>
18	न्यायाधीश	NN	<fs af='न्यायाधीश,n,m,sg,3,o,0_का,0' drel='r6:बयान' posn='180' vpos='vib_3' name='न्यायाधीश' chunkId='NP5' chunkType='head:NP5'>
19	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='190' drel='lwg__psp:न्यायाधीश' chunkType='child:NP5' name='के'>
20	बयान	NN	<fs af='बयान,n,m,sg,3,o,0_पर,0' drel='k7:जता' posn='200' vpos='vib_2' name='बयान' chunkId='NP6' chunkType='head:NP6'>
21	पर	PSP	<fs af='पर,psp,,,,,,' posn='210' drel='lwg__psp:बयान' chunkType='child:NP6' name='पर'>
22	विरोध	NN	<fs af='विरोध,n,m,sg,3,d,0,0' drel='pof:जता' posn='220' name='विरोध' chunkId='NP7' chunkType='head:NP7'>
23	जता	VM	<fs af='जता,v,m,pl,3,,0_रह+या_था,0' stype='declarative' posn='230' voicetype='active' vpos='tam_2_3' name='जता' chunkId='VGF' chunkType='head:VGF'>
24	रहे	VAUX	<fs af='रह,v,m,pl,3,,या,yA' posn='240' drel='lwg__vaux:जता' chunkType='child:VGF' name='रहे'>
25	थे	VAUX	<fs af='था,v,m,pl,3,,था,WA' posn='250' drel='lwg__vaux:जता' chunkType='child:VGF' name='थे'>
26	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:जता' posn='260' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="10">
1	NULL	NN	<fs mtype='non-gap' troot='यह' dmrel='k1:है' name='NULL' chunkId='NULL__NP' chunkType='head:NULL__NP'>
2	गौरतलब	JJ	<fs af='गौरतलब,adj,any,any,,,,' drel='k1s:है' posn='10' name='गौरतलब' chunkId='JJP' chunkType='head:JJP'>
3	है	VM	<fs af='है,v,any,sg,3,,है,hE' stype='declarative' posn='20' voicetype='active' name='है' chunkId='VGF' chunkType='head:VGF'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='rs:NULL' posn='30' name='कि' chunkId='CCP' chunkType='head:CCP'>
5	१५	NNPC	<fs af='१५,n,any,sg,3,d,0,0' posn='40' drel='pof__cn:१९९४' chunkType='child:NP' name='१५'>
6	अगस्त	NNPC	<fs af='अगस्त,n,m,sg,3,d,0,0' posn='50' drel='pof__cn:१९९४' chunkType='child:NP' name='अगस्त'>
7	,	SYM	<fs af='COMMA,punc,,,,,,' posn='60' drel='rsym:१९९४' chunkType='child:NP' name=','>
8	१९९४	NNP	<fs af='१९९४,n,any,sg,3,o,0_को,0' drel='k7t:फहराने' posn='70' vpos='vib_5' name='१९९४' chunkId='NP' chunkType='head:NP'>
9	को	PSP	<fs af='को,psp,,,,,,' posn='80' drel='lwg__psp:१९९४' chunkType='child:NP' name='को'>
10	निषेधाज्ञा	NN	<fs af='निषेधाज्ञा,n,f,sg,3,o,0_के_बावजूद,0' drel='vmod:फहराने' posn='90' vpos='vib_2_3' name='निषेधाज्ञा' chunkId='NP2' chunkType='head:NP2'>
11	के	PSP	<fs af='के,psp,,,,,,' posn='100' drel='lwg__psp:निषेधाज्ञा' chunkType='child:NP2' name='के'>
12	बावजूद	PSP	<fs af='बावजूद,psp,,,,,,' posn='110' drel='lwg__psp:निषेधाज्ञा' chunkType='child:NP2' name='बावजूद'>
13	हुबली	NNP	<fs af='हुबली,n,f,sg,3,o,0_का,0' drel='r6:मैदान' posn='120' vpos='vib_2' name='हुबली' chunkId='NP3' chunkType='head:NP3' cref='i31%1:t8' crefHead='हुबली:i31' crefType='part-of:i30'>
14	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='130' drel='lwg__psp:हुबली' chunkType='child:NP3' name='के2'>
15	ईदगाह	NNPC	<fs af='ईदगाह,n,m,sg,3,d,0,0' posn='140' drel='pof__cn:मैदान' chunkType='child:NP4' name='ईदगाह'>
16	मैदान	NNP	<fs af='मैदान,n,m,sg,3,o,0_में,0' drel='k7p:फहराने' posn='150' vpos='vib_3' name='मैदान' chunkId='NP4' chunkType='head:NP4'>
17	में	PSP	<fs af='में,psp,,,,,,' posn='160' drel='lwg__psp:मैदान' chunkType='child:NP4' name='में'>
18	तिरंगा	NNP	<fs af='तिरंगा,n,m,sg,3,d,0,0' drel='k2:फहराने' posn='170' name='तिरंगा' chunkId='NP5' chunkType='head:NP5'>
19	फहराने	VM	<fs af='फहरा,v,any,sg,any,o,ना_का,nA' drel='r6:अभियान' posn='180' vpos='tam_2' name='फहराने' chunkId='VGNN' chunkType='head:VGNN'>
20	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='190' drel='lwg__psp:फहराने' chunkType='child:VGNN' name='के3'>
21	उमा	NNPC	<fs af='उमा,n,f,sg,3,d,0,0' posn='200' drel='pof__cn:भारती' chunkType='child:NP6' name='उमा' cref='i7%0:t1'>
22	भारती	NNP	<fs af='भारती,n,any,sg,3,o,0_का,0' drel='r6:अभियान' posn='210' vpos='vib_3' name='भारती' chunkId='NP6' chunkType='head:NP6' cref='i7%1:t1' crefHead='भारती:i7' crefType='part-of:i6'>
23	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='220' drel='lwg__psp:भारती' chunkType='child:NP6' name='के4'>
24	अभियान	NN	<fs af='अभियान,n,m,sg,3,o,0_के_बाद,0' drel='k7t:मारे' posn='230' vpos='vib_2_3' name='अभियान' chunkId='NP7' chunkType='head:NP7'>
25	के	PSP	<fs af='के,psp,,,,,,' posn='240' drel='lwg__psp:अभियान' chunkType='child:NP7' name='के5'>
26	बाद	NST	<fs af='बाद,nst,m,sg,3,d,,' posn='250' drel='lwg__psp:अभियान' chunkType='child:NP7' name='बाद'>
27	हिंसा	NN	<fs af='हिंसा,n,f,sg,3,o,0_में,0' drel='k7:मारे' posn='260' vpos='vib_2' name='हिंसा' chunkId='NP8' chunkType='head:NP8'>
28	में	PSP	<fs af='में,psp,,,,,,' posn='270' drel='lwg__psp:हिंसा' chunkType='child:NP8' name='में2'>
29	पांच	QC	<fs af='पांच,num,any,any,,any,,' posn='280' drel='nmod__adj:लोग' chunkType='child:NP9' name='पांच'>
30	लोग	NN	<fs af='लोग,n,m,pl,3,d,0,0' drel='k2:मारे' posn='290' name='लोग' chunkId='NP9' chunkType='head:NP9'>
31	मारे	VM	<fs af='मार,v,m,pl,3,,या_जा+या१_था,yA' drel='ccof:कि' stype='declarative' posn='300' voicetype='passive' vpos='tam_2_3' name='मारे' chunkId='VGF2' chunkType='head:VGF2'>
32	गए	VAUX	<fs af='जा,v,m,pl,3,,या१,yA1' posn='310' drel='lwg__vaux:मारे' chunkType='child:VGF2' name='गए'>
33	थे	VAUX	<fs af='था,v,m,pl,3,,था,WA' posn='320' drel='lwg__vaux:मारे' chunkType='child:VGF2' name='थे'>
34	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:है' posn='330' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="11">
1	इसी	DEM	<fs af='यह,pn,any,sg,3,o,,' posn='10' drel='nmod__adj:संबंध' chunkType='child:NP' name='इसी'>
2	संबंध	NN	<fs af='संबंध,n,m,sg,3,o,0_में,0' drel='k7:हुआ' posn='20' vpos='vib_3' name='संबंध' chunkId='NP' chunkType='head:NP'>
3	में	PSP	<fs af='में,psp,,,,,,' posn='30' drel='lwg__psp:संबंध' chunkType='child:NP' name='में'>
4	उमा	NNP	<fs af='उमा,n,f,sg,3,o,0_पर,0' drel='k7:हुआ' posn='40' vpos='vib_2' name='उमा' chunkId='NP2' chunkType='head:NP2' cref='i8%1:t1' crefHead='उमा:i8' crefType='part-of:i7'>
5	पर	PSP	<fs af='पर,psp,,,,,,' posn='50' drel='lwg__psp:उमा' chunkType='child:NP2' name='पर'>
6	मामला	NN	<fs af='मामला,n,m,sg,3,d,0,0' drel='k1:हुआ' posn='60' name='मामला' chunkId='NP3' chunkType='head:NP3'>
7	दायर	JJ	<fs af='दायर,adj,any,any,,,,' drel='pof:हुआ' posn='70' name='दायर' chunkId='JJP' chunkType='head:JJP'>
8	हुआ	VM	<fs af='हो,v,m,sg,3,,या_था,yA' stype='declarative' posn='80' voicetype='active' vpos='tam_2' name='हुआ' chunkId='VGF' chunkType='head:VGF'>
9	था	VAUX	<fs af='था,v,m,sg,3,,था,WA' posn='90' drel='lwg__vaux:हुआ' chunkType='child:VGF' name='था'>
10	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:हुआ' posn='100' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="12">
1	लेकिन	CC	<fs af='लेकिन,avy,,,,,,' posn='10' name='लेकिन' chunkId='CCP' chunkType='head:CCP'>
2	२००२	NNP	<fs af='२००२,n,any,sg,3,o,0_में,0' drel='k7t:दी' posn='20' vpos='vib_2' name='२००२' chunkId='NP' chunkType='head:NP'>
3	में	PSP	<fs af='में,psp,,,,,,' posn='30' drel='lwg__psp:२००२' chunkType='child:NP' name='में'>
4	कर्नाटक	NNP	<fs af='कर्नाटक,n,m,sg,3,o,0_का,0' drel='r6:सरकार' posn='40' vpos='vib_2' name='कर्नाटक' chunkId='NP2' chunkType='head:NP2' cref='i14%1:t2' crefHead='कर्नाटक:i14' crefType='part-of:i13'>
5	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='50' drel='lwg__psp:कर्नाटक' chunkType='child:NP2' name='की'>
6	एस.	NNPC	<fs af='एस.,n,m,sg,3,d,0,0' posn='60' drel='pof__cn:कृष्णा' chunkType='child:NP3' name='एस.'>
7	एम.	NNPC	<fs af='एम.,n,m,sg,3,d,0,0' posn='70' drel='pof__cn:कृष्णा' chunkType='child:NP3' name='एम.'>
8	कृष्णा	NNP	<fs af='कृष्णा,n,any,sg,3,d,0,0' posn='80' drel='nmod__adj:सरकार' chunkType='child:NP3' name='कृष्णा'>
9	सरकार	NN	<fs af='सरकार,n,f,sg,3,o,0_ने,0' drel='k1:दी' posn='90' vpos='vib_vib_5' name='सरकार' chunkId='NP3' chunkType='head:NP3'>
10	ने	PSP	<fs af='ने,psp,,,,,,' posn='100' drel='lwg__psp:सरकार' chunkType='child:NP3' name='ने'>
11	उमा	NNP	<fs af='उमा,n,f,sg,3,o,0_से,0' drel='k5:हटाने' posn='110' vpos='vib_2' name='उमा' chunkId='NP4' chunkType='head:NP4' cref='i9%1:t1' crefHead='उमा:i9' crefType='part-of:i8'>
12	से	PSP	<fs af='से,psp,,,,,,' posn='120' drel='lwg__psp:उमा' chunkType='child:NP4' name='से'>
13	मामले	NN	<fs af='मामला,n,m,pl,3,d,0,0' drel='k2:हटाने' posn='130' name='मामले' chunkId='NP5' chunkType='head:NP5'>
14	हटाने	VM	<fs af='हटा,v,any,sg,any,o,ना_का,nA' drel='r6:अर्जी' posn='140' vpos='tam_2' name='हटाने' chunkId='VGNN' chunkType='head:VGNN'>
15	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='150' drel='lwg__psp:हटाने' chunkType='child:VGNN' name='की2'>
16	अदालत	NN	<fs af='अदालत,n,f,sg,3,o,0_में,0' drel='k7p:दी' posn='160' vpos='vib_2' name='अदालत' chunkId='NP6' chunkType='head:NP6'>
17	में	PSP	<fs af='में,psp,,,,,,' posn='170' drel='lwg__psp:अदालत' chunkType='child:NP6' name='में2'>
18	अर्जी	NN	<fs af='अर्जी,n,f,sg,3,d,0,0' drel='k2:दी' posn='180' name='अर्जी' chunkId='NP7' chunkType='head:NP7'>
19	दी	VM	<fs af='दे,v,f,sg,3,,या_था,yA' drel='ccof:लेकिन' stype='declarative' posn='190' voicetype='active' vpos='tam_2' name='दी' chunkId='VGF' chunkType='head:VGF'>
20	थी	VAUX	<fs af='था,v,f,sg,3,,था,WA' posn='200' drel='lwg__vaux:दी' chunkType='child:VGF' name='थी'>
21	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:लेकिन' posn='210' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="13">
1	कोर्ट	NN	<fs af='कोर्ट,n,f,sg,3,o,0_ने,0' drel='k1:ले' posn='10' vpos='vib_2' name='कोर्ट' chunkId='NP' chunkType='head:NP' cref='i41%1:t12' crefHead='कोर्ट:i41'>
2	ने	PSP	<fs af='ने,psp,,,,,,' posn='20' drel='lwg__psp:कोर्ट' chunkType='child:NP' name='ने'>
3	१०	QC	<fs af='१०,num,any,pl,,o,0_में_से,' drel='k5:ले' posn='60' vpos='2_3' name='१०' chunkId='NP2' chunkType='head:NP2'>
4	में	PSP	<fs af='में,psp,,,,,,' posn='40' drel='lwg__psp:१०' chunkType='child:NP2' name='में'>
5	से	PSP	<fs af='से,psp,,,,,,' posn='50' drel='lwg__psp:१०' chunkType='child:NP2' name='से'>
6	८	QC	<fs af='८,num,any,any,,any,,' posn='60' drel='nmod__adj:मामले' chunkType='child:NP3' name='८'>
7	मामले	NN	<fs af='मामला,n,m,pl,3,d,0,0' drel='k2:ले' posn='70' name='मामले' chunkId='NP3' chunkType='head:NP3'>
8	वापस	JJ	<fs af='वापस,adj,any,any,,,,' drel='pof:ले' posn='80' name='वापस' chunkId='JJP' chunkType='head:JJP'>
9	ले	VM	<fs af='ले,v,m,pl,3,,0_ले+या_था,0' stype='declarative' posn='90' voicetype='active' vpos='tam_2_3' name='ले' chunkId='VGF' chunkType='head:VGF'>
10	लिए	VAUX	<fs af='ले,v,m,pl,3,,या,yA' posn='100' drel='lwg__vaux:ले' chunkType='child:VGF' name='लिए'>
11	थे	VAUX	<fs af='था,v,m,pl,3,,था,WA' posn='110' drel='lwg__vaux:ले' chunkType='child:VGF' name='थे'>
12	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:ले' posn='120' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="14">
1	बाकी	JJ	<fs af='बाकी,adj,any,any,,d,,' posn='10' drel='nmod__adj:मामले' chunkType='child:NP' name='बाकी'>
2	दो	QC	<fs af='दो,num,any,any,,any,,' posn='20' drel='nmod__adj:मामले' chunkType='child:NP' name='दो'>
3	मामले	NN	<fs af='मामला,n,m,pl,3,d,0,0' drel='k2:बताए' posn='30' name='मामले' chunkId='NP' chunkType='head:NP'>
4	उसने	PRP	<fs af='वह,pn,any,sg,3,o,ने,ne' drel='k1:बताए' posn='40' name='उसने' chunkId='NP2' chunkType='head:NP2' cref='i39%1:t12' crefHead='उसने:i39'>
5	अपने	PRP	<fs af='अपना,pn,m,any,any,o,0,0' drel='r6:क्षेत्र' posn='50' name='अपने' chunkId='NP3' chunkType='head:NP3' cref='i40%1:t12' crefHead='अपने:i40'>
6	अधिकार	NNC	<fs af='अधिकार,n,m,sg,3,d,0,0' posn='60' drel='pof__cn:क्षेत्र' chunkType='child:NP4' name='अधिकार'>
7	क्षेत्र	NN	<fs af='क्षेत्र,n,m,sg,3,o,0_से_बाहर,0' drel='k2s:बताए' posn='70' vpos='vib_3_4' name='क्षेत्र' chunkId='NP4' chunkType='head:NP4'>
8	से	PSP	<fs af='से,psp,,,,,,' posn='80' drel='lwg__psp:क्षेत्र' chunkType='child:NP4' name='से'>
9	बाहर	NST	<fs af='बाहर,nst,m,sg,3,d,,' posn='90' drel='lwg__psp:क्षेत्र' chunkType='child:NP4' name='बाहर'>
10	बताए	VM	<fs af='बता,v,m,pl,3,,या_था,yA' stype='declarative' posn='100' voicetype='active' vpos='tam_2' name='बताए' chunkId='VGF' chunkType='head:VGF'>
11	थे	VAUX	<fs af='था,v,m,pl,3,,था,WA' posn='110' drel='lwg__vaux:बताए' chunkType='child:VGF' name='थे'>
12	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:बताए' posn='120' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="15">
1	कर्नाटक	NNP	<fs af='कर्नाटक,n,m,sg,3,o,0_का,0' drel='r6:सरकार' posn='10' vpos='vib_2' name='कर्नाटक' chunkId='NP' chunkType='head:NP' cref='i15%1:t2' crefHead='कर्नाटक:i15' acrefMod='m3%1:i32' acrefModHead='कर्नाटक:m3' crefType='part-of:i14'>
2	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='20' drel='lwg__psp:कर्नाटक' chunkType='child:NP' name='की'>
3	धरम	NNPC	<fs af='धरम,n,m,sg,3,d,0,0' posn='30' drel='pof__cn:सिंह' chunkType='child:NP2' name='धरम' cref='i32%0:t9'>
4	सिंह	NNP	<fs af='सिंह,n,m,sg,3,d,0,0' posn='40' drel='nmod__adj:सरकार' chunkType='child:NP2' name='सिंह' cref='i32%0:t9'>
5	सरकार	NN	<fs af='सरकार,n,f,sg,3,o,0_ने,0' drel='k1:लिया' posn='50' vpos='vib_vib_4' name='सरकार' chunkId='NP2' chunkType='head:NP2' cref='i32%1:t9' crefHead='सरकार:i32' crefMod='m3:i32' crefType='part-of:i34'>
6	ने	PSP	<fs af='ने,psp,,,,,,' posn='60' drel='lwg__psp:सरकार' chunkType='child:NP2' name='ने'>
7	उमा	NNP	<fs af='उमा,n,f,sg,3,o,0_पर,0' drel='k7:लिया' posn='70' vpos='vib_2' name='उमा' chunkId='NP3' chunkType='head:NP3' cref='i10%1:t1' crefHead='उमा:i10' crefType='part-of:i9'>
