19	आडवाणी	NNP	<fs af='आडवाणी,n,m,sg,3,o,0_ने,0' drel='k1:किया' posn='190' vpos='vib_2' name='आडवाणी' chunkId='NP8' chunkType='head:NP8' cref='i5%1:t2' crefHead='आडवाणी:i5' crefType='part-of:i49'>
20	ने	PSP	<fs af='ने,psp,,,,,,' posn='200' drel='lwg__psp:आडवाणी' chunkType='child:NP8' name='ने'>
21	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' posn='210' drel='nmod__adj:बात' chunkType='child:NP9' name='इस'>
22	बात	NN	<fs af='बात,n,f,sg,3,o,0_का,0' drel='r6-k2:खंडन' posn='220' vpos='vib_3' name='बात' chunkId='NP9' chunkType='head:NP9'>
23	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='230' drel='lwg__psp:बात' chunkType='child:NP9' name='का'>
24	खंडन	NN	<fs af='खंडन,n,m,sg,3,d,0,0' drel='pof:किया' posn='240' name='खंडन' chunkId='NP10' chunkType='head:NP10'>
25	किया	VM	<fs af='कर,v,m,sg,3,,या,yA' stype='declarative' posn='250' voicetype='active' name='किया' chunkId='VGF' chunkType='head:VGF'>
26	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:किया' posn='260' name='कि' chunkId='CCP' chunkType='head:CCP'>
27	जिन्ना	NNPC	<fs af='जिन्ना,n,m,sg,3,d,0,0' posn='270' drel='pof__cn:विवाद' chunkType='child:NP11' name='जिन्ना' cref='i7%1:t3' crefHead='जिन्ना:i7' crefType='part-of:i6'>
28	विवाद	NNP	<fs af='विवाद,n,m,sg,3,o,0_के_बाद,0' drel='k7t:दिया' posn='280' vpos='vib_3_4' name='विवाद' chunkId='NP11' chunkType='head:NP11'>
29	के	PSP	<fs af='के,psp,,,,,,' posn='290' drel='lwg__psp:विवाद' chunkType='child:NP11' name='के3'>
30	बाद	NST	<fs af='बाद,nst,m,sg,3,d,,' posn='300' drel='lwg__psp:विवाद' chunkType='child:NP11' name='बाद2'>
31	आरएसएस	NNP	<fs af='आरएसएस,n,m,sg,3,o,0_का,0' drel='r6:दवाब' posn='310' vpos='vib_2' name='आरएसएस' chunkId='NP12' chunkType='head:NP12'>
32	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='320' drel='lwg__psp:आरएसएस' chunkType='child:NP12' name='के4'>
33	दवाब	NN	<fs af='दवाब,n,m,sg,3,o,0_के_कारण,0' drel='rh:दिया' posn='330' vpos='vib_2_3' name='दवाब' chunkId='NP13' chunkType='head:NP13'>
34	के	PSP	<fs af='के,psp,m,,,o,,' posn='340' drel='lwg__psp:दवाब' chunkType='child:NP13' name='के5'>
35	कारण	PSP	<fs af='कारण,n,m,,,o,,' posn='350' drel='lwg__psp:दवाब' chunkType='child:NP13' name='कारण'>
36	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,ne' drel='k1:दिया' posn='360' name='उन्होंने' chunkId='NP14' chunkType='head:NP14' cref='i30%1:t2' crefHead='उन्होंने:i30'>
37	अध्यक्ष	NNC	<fs af='अध्यक्ष,n,m,sg,3,d,0,0' posn='370' drel='pof__cn:पद2' chunkType='child:NP15' name='अध्यक्ष2'>
38	पद	NN	<fs af='पद,n,m,sg,3,o,0_से,0' drel='k5:दिया' posn='380' vpos='vib_3' name='पद2' chunkId='NP15' chunkType='head:NP15'>
39	से	PSP	<fs af='से,psp,,,,,,s' posn='390' drel='lwg__psp:पद2' chunkType='child:NP15' name='से2'>
40	इस्तीफा	NN	<fs af='इस्तीफा,n,m,sg,3,d,0,0' drel='pof:दिया' posn='400' name='इस्तीफा' chunkId='NP16' chunkType='head:NP16'>
41	दिया	VM	<fs af='दे,v,m,sg,3,,या_है,yA' drel='ccof:कि' stype='declarative' posn='410' voicetype='active' vpos='tam_2' name='दिया' chunkId='VGF2' chunkType='head:VGF2'>
42	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' posn='420' drel='lwg__vaux:दिया' chunkType='child:VGF2' name='है'>
43	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:किया' posn='430' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="7">
1	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,ne' drel='k1:कहा' posn='10' name='उन्होंने' chunkId='NP' chunkType='head:NP' cref='i31%1:t2' crefHead='उन्होंने:i31'>
2	कहा	VM	<fs af='कह,v,m,sg,3,,या,yA' stype='declarative' posn='20' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
3	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='30' name='कि' chunkId='CCP' chunkType='head:CCP'>
4	'1	SYM	<fs af='1,punc,,,,,,' 1' posn='40' drel='rsym:मैं' chunkType='child:NP2' name='' cref='i22%1:t2'>
5	मैं	PRP	<fs af='मैं,pn,any,sg,1,d,,' drel='k1:हूं' posn='50' name='मैं' chunkId='NP2' chunkType='head:NP2' cref='i32%1:t2' crefHead='मैं:i32'>
6	अपने	PRPC	<fs af='अपना,pn,m,any,any,o,0,0' posn='60' drel='mod:आप' chunkType='child:NP3' name='अपने' cref='i36%1:t9' crefHead='अपने:i36' crefType='anaphora-?:i36'>
7	आप	PRP	<fs af='आप,pn,any,sg,any,o,0_से,0' drel='rh:हूं' posn='70' vpos='vib_3' name='आप' chunkId='NP3' chunkType='head:NP3' cref='i20%1:t7' crefHead='आप:i20' crefType='anaphora-?:i20'>
8	से	PSP	<fs af='से,psp,,,,,,' posn='80' drel='lwg__psp:आप' chunkType='child:NP3' name='से'>
9	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' posn='90' drel='nmod__adj:बात' chunkType='child:NP4' name='इस'>
10	बात	NN	<fs af='बात,n,f,sg,3,o,0_के_लिए,0' drel='rt:हूं' posn='100' vpos='vib_3_4' name='बात' chunkId='NP4' chunkType='head:NP4'>
11	के	PSP	<fs af='के,psp,,,,,,' posn='110' drel='lwg__psp:बात' chunkType='child:NP4' name='के'>
12	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='120' drel='lwg__psp:बात' chunkType='child:NP4' name='लिए'>
13	दुखी	JJ	<fs af='दुखी,adj,any,any,,,,' drel='k1s:हूं' posn='130' name='दुखी' chunkId='JJP' chunkType='head:JJP'>
14	हूं	VM	<fs af='है,v,any,sg,1,,है,hE' drel='ccof:कि' stype='declarative' posn='140' voicetype='active' name='हूं' chunkId='VGF2' chunkType='head:VGF2'>
15	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:हूं' posn='150' name='कि2' chunkId='CCP2' chunkType='head:CCP2'>
16	मैं	PRP	<fs af='मैं,pn,any,sg,1,d,0,0' drel='k1:कर' posn='160' name='मैं2' chunkId='NP5' chunkType='head:NP5' cref='i33%1:t2' crefHead='मैं:i33'>
17	अपने	PRP	<fs af='अपना,pn,m,any,any,o,0,0' drel='r6:मनोभावों' posn='170' name='अपने2' chunkId='NP6' chunkType='head:NP6' cref='i23%1:t2' crefHead='अपने:i23'>
18	मनोभावों	NN	<fs af='मनोभाव,n,m,pl,3,o,0_को,0' drel='k2:कर' posn='180' vpos='vib_2' name='मनोभावों' chunkId='NP7' chunkType='head:NP7'>
19	को	PSP	<fs af='को,psp,,,,,,' posn='190' drel='lwg__psp:मनोभावों' chunkType='child:NP7' name='को'>
20	ठीक	RB	<fs af='ठीक,adv,,,,,,' drel='adv:कर' posn='200' name='ठीक' chunkId='RBP' chunkType='head:RBP'>
21	से	RP	<fs af='से,avy,,,,,,' posn='210' drel='lwg__rp:ठीक' chunkType='child:RBP' name='से2'>
22	व्यक्त	JJ	<fs af='व्यक्त,adj,any,any,,,,' drel='pof:कर' posn='220' name='व्यक्त' chunkId='JJP2' chunkType='head:JJP2'>
23	नहीं	NEG	<fs af='नहीं,avy,,,,,,' posn='230' drel='lwg__neg:कर' chunkType='child:VGF3' name='नहीं'>
24	कर	VM	<fs af='कर,v,any,sg,3,,0_सक+या,0' drel='ccof:कि2' stype='declarative' posn='240' voicetype='active' vpos='tam_3' name='कर' chunkId='VGF3' chunkType='head:VGF3'>
25	सका	VAUX	<fs af='सक,v,m,sg,3,,या,yA' posn='250' drel='lwg__vaux:कर' chunkType='child:VGF3' name='सका'>
26	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='260' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="8">
1	मेरे	PRP	<fs af='मैं,pn,m,any,1,any,का,kA' drel='r6:बयान' posn='10' name='मेरे' chunkId='NP' chunkType='head:NP' cref='i25%1:t2' crefHead='मेरे:i25'>
2	बयान	NN	<fs af='बयान,n,m,sg,3,o,0_को,0' drel='k2:लिया' posn='20' vpos='vib_2' name='बयान' chunkId='NP2' chunkType='head:NP2'>
3	को	PSP	<fs af='को,psp,,,,,,' posn='30' drel='lwg__psp:बयान' chunkType='child:NP2' name='को'>
4	गलत	JJ	<fs af='गलत,adj,any,any,,o,,' posn='40' drel='nmod__adj:संदर्भ' chunkType='child:NP3' name='गलत'>
5	संदर्भ	NN	<fs af='संदर्भ,n,m,sg,3,o,0_में,0' drel='k7:लिया' posn='50' vpos='vib_3' name='संदर्भ' chunkId='NP3' chunkType='head:NP3'>
6	में	PSP	<fs af='में,psp,,,,,,' posn='60' drel='lwg__psp:संदर्भ' chunkType='child:NP3' name='में'>
7	लिया	VM	<fs af='ले,v,m,sg,3,,या_जा+या१,yA' stype='declarative' posn='70' voicetype='passive' vpos='tam_2' name='लिया' chunkId='VGF' chunkType='head:VGF'>
8	गया	VAUX	<fs af='जा,v,m,sg,3,,या१,yA1' posn='80' drel='lwg__vaux:लिया' chunkType='child:VGF' name='गया'>
9	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:लिया' posn='90' name='.' chunkId='BLK' chunkType='head:BLK'>
10	'2	SYM	<fs af='2,punc,,,,,,' 2' posn='100' drel='rsym:.' chunkType='child:BLK' name=''>
</Sentence>


<Sentence id="9">
1	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,' drel='k1:कहा' posn='10' name='उन्होंने' chunkId='NP' chunkType='head:NP' cref='i29%1:t2' crefHead='उन्होंने:i29'>
2	आगे	NST	<fs af='आगे,nst,m,sg,3,d,,' drel='adv:कहा' posn='30' name='आगे' chunkId='NP2' chunkType='head:NP2'>
3	कहा	VM	<fs af='कह,v,m,sg,3,,या,yA' stype='declarative' posn='40' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='50' name='कि' chunkId='CCP' chunkType='head:CCP'>
5	'1	SYM	<fs af='1,punc,,,,,,' 1' posn='60' drel='rsym:मैंने' chunkType='child:NP3' name='' cref='i35%1:t2'>
6	मैंने	PRP	<fs af='मैं,pn,any,sg,1,o,ने,ne' drel='k1:कही' posn='70' name='मैंने' chunkId='NP3' chunkType='head:NP3' cref='i28%1:t2' crefHead='मैंने:i28'>
7	जिन्ना	NNP	<fs af='जिन्ना,n,m,sg,3,o,0_के_बारे_में,0' drel='k7:कही' posn='80' vpos='vib_2_3_4' name='जिन्ना' chunkId='NP4' chunkType='head:NP4' cref='i8%1:t3' crefHead='जिन्ना:i8' crefType='part-of:i7'>
8	के	PSP	<fs af='के,psp,,,,,,' posn='90' drel='lwg__psp:जिन्ना' chunkType='child:NP4' name='के'>
9	बारे	PSP	<fs af='बारे,psp,,,,,,' posn='100' drel='lwg__psp:जिन्ना' chunkType='child:NP4' name='बारे'>
10	में	PSP	<fs af='में,psp,,,,,,' posn='110' drel='lwg__psp:जिन्ना' chunkType='child:NP4' name='में'>
11	केवल	RP	<fs af='केवल,avy,,,,,,' posn='120' drel='lwg__rp:बात' chunkType='child:NP5' name='केवल'>
12	एक	QC	<fs af='एक,num,any,any,,any,,' posn='130' drel='nmod__adj:बात' chunkType='child:NP5' name='एक'>
13	बात	NN	<fs af='बात,n,f,sg,3,d,0,0' drel='k2:कही' posn='140' name='बात' chunkId='NP5' chunkType='head:NP5'>
14	कही	VM	<fs af='कह,v,f,sg,3,,या_था,yA' drel='ccof:कि' stype='declarative' posn='150' voicetype='active' vpos='tam_2' name='कही' chunkId='VGF2' chunkType='head:VGF2'>
15	थी	VAUX	<fs af='था,v,f,sg,3,,था,WA' posn='160' drel='lwg__vaux:कही' chunkType='child:VGF2' name='थी'>
16	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='170' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="10">
1	जब	PRP	<fs af='जब,pn,,,,d,,' drel='k7t:किया' posn='10' coref=':NP5' name='जब' chunkId='NP' chunkType='head:NP' cref='i21%1:t8' crefHead='जब:i21' crefType='anaphora-?:i21'>
2	मुझे	PRP	<fs af='मैं,pn,any,sg,1,o,को,ko' drel='k1:किया' posn='20' name='मुझे' chunkId='NP2' chunkType='head:NP2' cref='i27%1:t2' crefHead='मुझे:i27'>
3	कटास	NNPC	<fs af='कटास,n,m,sg,3,d,0,0' posn='30' drel='pof__cn:मंदिर' chunkType='child:NP3' name='कटास'>
4	राज	NNPC	<fs af='राज,n,m,sg,3,d,0,0' posn='40' drel='pof__cn:मंदिर' chunkType='child:NP3' name='राज'>
5	मंदिर	NNP	<fs af='मंदिर,n,m,sg,3,o,0_का,0' drel='r6:उद्घाटन' posn='50' vpos='vib_4' name='मंदिर' chunkId='NP3' chunkType='head:NP3'>
6	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='60' drel='lwg__psp:मंदिर' chunkType='child:NP3' name='के'>
7	उद्घाटन	NN	<fs af='उद्घाटन,n,m,sg,3,o,0_के_लिए,0' drel='rt:किया' posn='70' vpos='vib_2_3' name='उद्घाटन' chunkId='NP4' chunkType='head:NP4'>
8	के	PSP	<fs af='के,psp,,,,,,' posn='80' drel='lwg__psp:उद्घाटन' chunkType='child:NP4' name='के2'>
9	लिए	PSP	<fs af='लिए,psp,,,,,,' posn='90' drel='lwg__psp:उद्घाटन' chunkType='child:NP4' name='लिए'>
10	आमंत्रित	JJ	<fs af='आमंत्रित,adj,any,any,,,,' drel='pof:किया' posn='100' name='आमंत्रित' chunkId='JJP' chunkType='head:JJP'>
11	किया	VM	<fs af='कर,v,m,sg,3,,या_जा+या१_था,yA' drel='nmod__relc:तो' stype='declarative' posn='110' voicetype='passive' vpos='tam_2_3' name='किया' chunkId='VGF' chunkType='head:VGF'>
12	गया	VAUX	<fs af='जा,v,m,sg,3,,या१,yA1' posn='120' drel='lwg__vaux:किया' chunkType='child:VGF' name='गया'>
13	था	VAUX	<fs af='था,v,m,sg,3,,था,WA' posn='130' drel='lwg__vaux:किया' chunkType='child:VGF' name='था'>
14	तो	PRP	<fs af='तो,pn,,,,,,' drel='k7t:दिलाया' posn='140' name='तो' chunkId='NP5' chunkType='head:NP5' cref='i53%1:t15' crefHead='तो:i53' crefType='anaphora-?:i53'>
15	मुझे	PRP	<fs af='मैं,pn,any,sg,1,o,को,ko' drel='k4:दिलाया' posn='20' name='मुझे2' chunkId='NP6' chunkType='head:NP6' cref='i34%1:t2' crefHead='मुझे:i34'>
16	यह	PRP	<fs af='यह,pn,any,sg,3,d,0,0' drel='k2:दिलाया' posn='160' name='यह' chunkId='NP7' chunkType='head:NP7' cref='i54%1:t16' crefHead='यह:i54' crefType='anaphora-?:i54'>
17	स्मरण	NN	<fs af='स्मरण,n,m,sg,3,d,0,0' drel='pof:दिलाया' posn='170' name='स्मरण' chunkId='NP8' chunkType='head:NP8'>
18	दिलाया	VM	<fs af='दिला,v,m,sg,3,,या_जा+या१,yA' stype='declarative' posn='180' voicetype='passive' vpos='tam_2' name='दिलाया' chunkId='VGF2' chunkType='head:VGF2'>
19	गया	VAUX	<fs af='जा,v,m,sg,3,,या१,yA1' posn='190' drel='lwg__vaux:दिलाया' chunkType='child:VGF2' name='गया2'>
20	कि	CC	<fs af='कि,avy,,,,,,' drel='rs:यह' posn='200' name='कि' chunkId='CCP' chunkType='head:CCP'>
21	११	NNPC	<fs af='११,n,m,sg,3,d,0,0' posn='210' drel='pof__cn:१९४७' chunkType='child:NP9' name='११'>
22	अगस्त	NNPC	<fs af='अगस्त,n,m,sg,3,d,0,0' posn='220' drel='pof__cn:१९४७' chunkType='child:NP9' name='अगस्त'>
23	,	SYM	<fs af='COMMA,punc,,,,,,' posn='230' drel='rsym:१९४७' chunkType='child:NP9' name=','>
24	१९४७	NNP	<fs af='१९४७,n,any,sg,3,o,0_को,0' drel='k7t:कहा' posn='240' vpos='vib_5' name='१९४७' chunkId='NP9' chunkType='head:NP9'>
25	को	PSP	<fs af='को,psp,,,,,,' posn='250' drel='lwg__psp:१९४७' chunkType='child:NP9' name='को'>
26	पाकिस्तान	NNP	<fs af='पाकिस्तान,n,m,sg,3,o,0_का,0' drel='r6:क्या' posn='260' vpos='vib_2' name='पाकिस्तान' chunkId='NP10' chunkType='head:NP10' cref='i11%1:t4' crefHead='पाकिस्तान:i11' crefType='part-of:i10'>
27	की	PSP	<fs af='का,psp,f,sg,,o,,' posn='270' drel='lwg__psp:पाकिस्तान' chunkType='child:NP10' name='की'>
28	असेंबली	NN	<fs af='असेंबली,n,f,sg,3,o,0_में,0' drel='k7p:कहा' posn='280' vpos='vib_2' name='असेंबली' chunkId='NP11' chunkType='head:NP11'>
29	में	PSP	<fs af='में,psp,,,,,,' posn='290' drel='lwg__psp:असेंबली' chunkType='child:NP11' name='में'>
30	जिन्ना	NNP	<fs af='जिन्ना,n,m,sg,3,o,0_ने,0' drel='k1:कहा' posn='300' vpos='vib_2' name='जिन्ना' chunkId='NP12' chunkType='head:NP12' cref='i9%1:t3' crefHead='जिन्ना:i9' crefType='part-of:i8'>
31	ने	PSP	<fs af='ने,psp,,,,,,' posn='310' drel='lwg__psp:जिन्ना' chunkType='child:NP12' name='ने'>
32	क्या	WQ	<fs af='क्या,pn,,,,,,' drel='k2:कहा' posn='320' name='क्या' chunkId='NP13' chunkType='head:NP13'>
33	कहा	VM	<fs af='कह,v,m,sg,3,,या_था,yA' drel='ccof:कि' stype='declarative' posn='330' voicetype='active' vpos='tam_2' name='कहा' chunkId='VGF3' chunkType='head:VGF3'>
34	था	VAUX	<fs af='था,v,m,sg,3,,था,WA' posn='340' drel='lwg__vaux:कहा' chunkType='child:VGF3' name='था2'>
35	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:दिलाया' posn='350' name='.' chunkId='BLK' chunkType='head:BLK'>
36	'2	SYM	<fs af='2,punc,,,,,,' 2' posn='360' drel='rsym:.' chunkType='child:BLK' name=''>
</Sentence>


<Sentence id="11">
1	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,' drel='k1:कहा' posn='10' name='उन्होंने' chunkId='NP' chunkType='head:NP' cref='i26%1:t2' crefHead='उन्होंने:i26'>
2	यूपीए	NNP	<fs af='यूपीए,n,m,sg,3,d,0,0' posn='30' drel='nmod__adj:सरकार' chunkType='child:NP2' name='यूपीए' cref='i14%0:t5'>
3	सरकार	NN	<fs af='सरकार,n,f,sg,3,o,0_पर,0' drel='k7:लगाते' posn='40' vpos='vib_vib_3' name='सरकार' chunkId='NP2' chunkType='head:NP2' cref='i14%1:t5' crefHead='सरकार:i14' crefType='part-of:i42'>
4	पर	PSP	<fs af='पर,psp,,,,,,' posn='50' drel='lwg__psp:सरकार' chunkType='child:NP2' name='पर'>
5	आतंकवाद	NN	<fs af='आतंकवाद,n,m,sg,3,o,0_का,0' drel='r6:खतरे' posn='60' vpos='vib_2' name='आतंकवाद' chunkId='NP3' chunkType='head:NP3'>
6	के	PSP	<fs af='का,psp,m,sg,,o,,' posn='70' drel='lwg__psp:आतंकवाद' chunkType='child:NP3' name='के'>
7	खतरे	NN	<fs af='खतरा,n,m,sg,3,o,0_को,0' drel='k2:लेने' posn='80' vpos='vib_2' name='खतरे' chunkId='NP4' chunkType='head:NP4'>
8	को	PSP	<fs af='को,psp,,,,,,' posn='90' drel='lwg__psp:खतरे' chunkType='child:NP4' name='को'>
9	गंभीरता	NN	<fs af='गंभीरता,n,f,sg,3,o,0_से,0' drel='adv:लेने' posn='100' vpos='vib_2' name='गंभीरता' chunkId='NP5' chunkType='head:NP5'>
10	से	PSP	<fs af='से,psp,,,,,,' posn='110' drel='lwg__psp:गंभीरता' chunkType='child:NP5' name='से'>
11	नहीं	NEG	<fs af='नहीं,avy,,,,,,' posn='120' drel='lwg__neg:लेने' chunkType='child:VGNN' name='नहीं'>
12	लेने	VM	<fs af='ले,v,any,sg,any,o,ना_का,nA' drel='r6-k2:आरोप' posn='130' vpos='tam_3' name='लेने' chunkId='VGNN' chunkType='head:VGNN'>
13	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='140' drel='lwg__psp:लेने' chunkType='child:VGNN' name='का'>
14	आरोप	NN	<fs af='आरोप,n,m,sg,3,d,0,0' drel='pof:लगाते' posn='150' name='आरोप' chunkId='NP6' chunkType='head:NP6'>
15	लगाते	VM	<fs af='लगा,v,any,sg,any,,ता_हो+एं,wA' drel='vmod:कहा' posn='160' vpos='tam_2' name='लगाते' chunkId='VGNF' chunkType='head:VGNF'>
16	हुए	VAUX	<fs af='हो,v,any,sg,any,,एं,eM' posn='170' drel='lwg__vaux:लगाते' chunkType='child:VGNF' name='हुए'>
17	कहा	VM	<fs af='कह,v,m,sg,3,,या,yA' stype='declarative' posn='180' voicetype='active' name='कहा' chunkId='VGF' chunkType='head:VGF'>
18	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='190' name='कि' chunkId='CCP' chunkType='head:CCP'>
19	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' posn='200' drel='nmod__adj:संदर्भ' chunkType='child:NP7' name='इस'>
20	संदर्भ	NN	<fs af='संदर्भ,n,m,sg,3,o,0_में,0' drel='k7:है' posn='210' vpos='vib_3' name='संदर्भ' chunkId='NP7' chunkType='head:NP7'>
21	में	PSP	<fs af='में,psp,,,,,,' posn='220' drel='lwg__psp:संदर्भ' chunkType='child:NP7' name='में'>
22	प्रधानमंत्री	NNP	<fs af='प्रधानमंत्री,n,m,sg,3,d,0,0' posn='230' drel='nmod__adj:सिंह' chunkType='child:NP8' name='प्रधानमंत्री' cref='i16%1:t6' crefHead='प्रधानमंत्री:i16' crefType='part-of:i16'>
23	मनमोहन	NNPC	<fs af='मनमोहन,n,m,sg,3,d,0,0' posn='240' drel='pof__cn:सिंह' chunkType='child:NP8' name='मनमोहन' cref='i17%0:t6'>
24	सिंह	NNP	<fs af='सिंह,n,m,sg,3,o,0_का,0' drel='r6:बयान' posn='250' vpos='vib_vib_4' name='सिंह' chunkId='NP8' chunkType='head:NP8' cref='i17%1:t6' crefHead='सिंह:i17' crefType='part-of:i16'>
25	का	PSP	<fs af='का,psp,m,sg,,d,,' posn='260' drel='lwg__psp:सिंह' chunkType='child:NP8' name='का2'>
26	बयान	NN	<fs af='बयान,n,m,sg,3,d,0,0' drel='k1:है' posn='270' name='बयान' chunkId='NP9' chunkType='head:NP9'>
27	विवेकपूर्ण	JJ	<fs af='विवेकपूर्ण,adj,any,any,,,,' drel='k1s:है' posn='280' name='विवेकपूर्ण' chunkId='JJP' chunkType='head:JJP'>
28	नहीं	NEG	<fs af='नहीं,avy,,,,,,' posn='290' drel='lwg__neg:है' chunkType='child:VGF2' name='नहीं2'>
29	है	VM	<fs af='है,v,any,sg,3,,है,hE' drel='ccof:कि' stype='declarative' posn='300' voicetype='active' name='है' chunkId='VGF2' chunkType='head:VGF2'>
30	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:कहा' posn='310' name='.' chunkId='BLK' chunkType='head:BLK'>
</Sentence>


<Sentence id="12">
1	NULL	NN	<fs dmrel='k1:है' mtype='gap' troot='यह' name='NULL' chunkId='NULL__NP' chunkType='head:NULL__NP'>
2	उल्लेखनीय	JJ	<fs af='उल्लेखनीय,adj,any,any,,,,' drel='k1s:है' posn='10' name='उल्लेखनीय' chunkId='JJP' chunkType='head:JJP'>
3	है	VM	<fs af='है,v,any,sg,3,,है,hE' stype='declarative' posn='20' voicetype='active' name='है' chunkId='VGF' chunkType='head:VGF'>
4	कि	CC	<fs af='कि,avy,,,,,,' drel='rs:NULL' posn='30' name='कि' chunkId='CCP' chunkType='head:CCP'>
5	आतंकवाद	NN	<fs af='आतंकवाद,n,m,sg,3,o,0_के,0' drel='r6:खतरे' posn='40' vpos='vib_2' name='आतंकवाद' chunkId='NP' chunkType='head:NP' cref='i55%1:t17' crefHead='आतंकवाद:i55'>
6	के	PSP	<fs af='के,psp,,,,,,' posn='50' drel='lwg__psp:आतंकवाद' chunkType='child:NP' name='के'>
7	खतरे	NN	<fs af='खतरा,n,m,sg,3,o,0_के_मद्देनजर,0' drel='k7a:कहा' posn='60' vpos='vib_2_3' name='खतरे' chunkId='NP2' chunkType='head:NP2'>
8	के	PSP	<fs af='के,psp,,,,,,' posn='70' drel='lwg__psp:खतरे' chunkType='child:NP2' name='के2'>
9	मद्देनजर	PSP	<fs af='मद्देनजर,psp,,,,,,' posn='80' drel='lwg__psp:खतरे' chunkType='child:NP2' name='मद्देनजर'>
10	प्रधानमंत्री	NNP	<fs af='प्रधानमंत्री,n,m,sg,3,o,0_ने,0' drel='k1:कहा' posn='90' vpos='vib_2' name='प्रधानमंत्री' chunkId='NP3' chunkType='head:NP3' cref='i18%1:t6' crefHead='प्रधानमंत्री:i18' crefType='part-of:i17'>
11	ने	PSP	<fs af='ने,psp,,,,,,' posn='100' drel='lwg__psp:प्रधानमंत्री' chunkType='child:NP3' name='ने'>
12	कथित	JJ	<fs af='कथित,adj,any,any,,o,,' posn='110' drel='nmod__adj:तौर' chunkType='child:NP4' name='कथित'>
13	तौर	NN	<fs af='तौर,n,m,sg,3,o,0_पर,0' drel='k7:कहा' posn='120' vpos='vib_3' name='तौर' chunkId='NP4' chunkType='head:NP4'>
14	पर	PSP	<fs af='पर,psp,,,,,,' posn='130' drel='lwg__psp:तौर' chunkType='child:NP4' name='पर'>
15	कहा	VM	<fs af='कह,v,m,sg,3,,या_था,yA' drel='ccof:कि' stype='declarative' posn='140' voicetype='active' vpos='tam_2' name='कहा' chunkId='VGF2' chunkType='head:VGF2'>
16	था	VAUX	<fs af='था,v,m,sg,3,,था,WA' posn='150' drel='lwg__vaux:कहा' chunkType='child:VGF2' name='था'>
17	कि	CC	<fs af='कि,avy,,,,,,' drel='k2:कहा' posn='160' name='कि2' chunkId='CCP2' chunkType='head:CCP2'>
18	इसका	PRP	<fs af='यह,pn,m,sg,3,o,का,kA' drel='r6-k1:प्रभाव' posn='170' name='इसका' chunkId='NP5' chunkType='head:NP5' cref='i56%1:t17' crefHead='इसका:i56'>
19	पाकिस्तान	NNP	<fs af='पाकिस्तान,n,m,sg,3,o,0_के_साथ,0' drel='nmod:वार्ता' posn='180' vpos='vib_2_3' name='पाकिस्तान' chunkId='NP6' chunkType='head:NP6' cref='i12%1:t4' crefHead='पाकिस्तान:i12' crefType='part-of:i11'>
20	के	PSP	<fs af='के,psp,,,,,,' posn='190' drel='lwg__psp:पाकिस्तान' chunkType='child:NP6' name='के3'>
21	साथ	NST	<fs af='साथ,nst,m,sg,3,d,,' posn='200' drel='lwg__psp:पाकिस्तान' chunkType='child:NP6' name='साथ'>
22	वार्ता	NN	<fs af='वार्ता,n,f,sg,3,o,0_पर,0' drel='k7:पड़ेगा' posn='210' vpos='vib_2' name='वार्ता' chunkId='NP7' chunkType='head:NP7'>
23	पर	PSP	<fs af='पर,psp,,,,,,' posn='220' drel='lwg__psp:वार्ता' chunkType='child:NP7' name='पर2'>
